days,travellers,daily_cost,distance_km,target
5,1,2000,369.1380303211753,13227.0
12,6,2500,130.8895107366189,209772.0
4,4,2500,397.7566203363712,44084.0
5,5,2000,460.1169121816879,63280.0
5,1,2000,99.98168581708464,10939.0
3,1,3000,26.314970050749587,8534.0
3,6,2500,263.75242518080324,55268.0
5,1,2000,464.41445159546225,14827.0
13,1,2000,390.4679013444856,29167.0
1,4,3000,421.12903224875475,20056.0
4,4,2500,241.70360399602103,47552.0
1,2,3000,140.9673271518419,5982.0
8,3,2000,319.0673059707657,54772.0
4,5,1800,122.61941624951814,34036.0
12,3,3000,435.73721819103946,105491.0
9,3,2000,118.17987357568623,71833.0
11,1,2500,174.75796002860486,27355.0
9,3,1500,303.92686699380323,40395.0
7,5,2000,292.02596048609695,87090.0
13,4,3000,360.5096258442176,144379.0
7,6,2500,262.4667602999502,105481.0
14,1,3000,551.6839851060548,51355.0
14,1,3000,503.9604565183129,44242.0
9,4,2000,527.4680707419831,66694.0
10,2,3000,377.7099428420625,67273.0
4,4,1800,381.00474951648386,33275.0
12,6,2000,365.5192102295692,183779.0
10,3,2500,260.93049265287374,72650.0
13,4,2500,193.26360064035757,150986.0
4,5,3000,355.20173246932217,83040.0
12,1,1500,15.319102283070185,16308.0
7,6,1500,4.47385885428182,61661.0
3,2,2500,510.98509577804913,19999.0
3,5,2500,27.854426866573313,34336.0
8,4,2500,314.8770902000508,87841.0
5,1,2000,368.99265776978706,11170.0
2,5,2000,118.90273777346137,21730.0
6,2,2000,537.438502959089,28466.0
10,4,3000,114.057463049025,122871.0
5,6,2500,530.7089924200048,89480.0
14,6,3000,457.7941615998211,244752.0
11,6,2500,144.44577211451636,157609.0
8,3,2500,90.44649976565613,60222.0
14,4,2500,189.73962611174107,142270.0
7,2,3000,238.7703397621648,41658.0
2,6,2000,147.47080589935408,28631.0
1,3,3000,599.334929252654,13023.0
14,5,2000,137.79140174374862,130775.0
14,3,1500,498.3808961897142,66702.0
11,5,3000,95.47064825428366,150614.0
2,2,2000,588.1467751655684,15449.0
5,5,2000,135.3140749698509,52826.0
1,1,2000,253.01313287015535,3077.0
1,1,3000,335.1384400607439,4096.0
4,3,1800,72.17142909365599,22424.0
9,3,3000,490.0920404874608,75092.0
1,5,2500,164.8113196084979,15478.0
14,3,2500,329.56194096099824,97367.0
7,1,2000,329.7802864159481,14818.0
4,2,2000,361.584391395471,13896.0
8,3,2500,33.291591914588814,52753.0
12,4,2500,101.17125709894073,144975.0
5,4,1500,96.71534575401853,34853.0
1,2,2000,181.2307556495111,6384.0
1,4,5000,86.94849411500391,25267.0
12,4,1800,553.1527924645738,103262.0
2,5,2500,307.7726703067804,29508.0
9,4,2000,374.1450886216106,68859.0
6,5,3000,214.4929052388725,108200.0
11,2,3000,165.74768462034692,67850.0
1,5,2000,301.9063021393278,21634.0
13,1,1800,176.59378490090018,23073.0
10,1,2000,206.18755543785855,26387.0
7,6,1800,271.6505245625143,80589.0
3,3,5000,303.44021231061333,57100.0
14,4,1800,590.5884070691033,135145.0
5,4,3000,133.9935528971643,54965.0
7,5,3000,292.7856989295883,104588.0
6,2,2000,89.70704369360337,21836.0
4,2,3000,209.99953962478358,22156.0
6,1,1800,430.3864312238426,13565.0
3,6,3000,104.67728625634474,55194.0
1,2,3000,348.8107845300259,8846.0
5,4,2500,250.02061414080433,57728.0
2,3,2000,30.947726642683794,9900.0
6,1,1500,559.8451448870667,13116.0
13,3,2500,248.1618841757318,96356.0
3,1,3000,470.3559214506997,11599.0
1,2,3000,249.78809323908018,8617.0
2,1,3000,562.4161929472707,9725.0
8,5,2000,174.28220065733848,82442.0
4,4,1800,247.33838981261812,25388.0
7,6,2500,455.31854415557183,116725.0
1,3,3000,206.20038916851416,11754.0
5,2,2000,218.61424280110762,19210.0
6,4,3000,596.8939040485341,83006.0
7,6,2000,333.3687154142112,88100.0
8,4,2500,413.62827220208885,73728.0
11,1,5000,386.0773404921659,61289.0
7,2,3000,496.7544882939433,42967.0
12,6,2000,517.0950596650458,148966.0
8,4,1800,337.95367948218575,59605.0
4,6,3000,176.7336449798396,88426.0
4,4,2500,13.680148544981673,40022.0
5,1,2500,368.6419506385921,14108.0
9,6,3000,495.2812999593718,164931.0
4,5,1800,270.3238833069957,43771.0
13,5,2000,98.82368429451857,155173.0
7,6,2500,172.84924376138454,117973.0
13,2,1800,305.9933577071188,53479.0
10,6,2000,502.00873138659995,142012.0
5,2,1500,103.05188764105237,13409.0
4,6,3000,367.28992542570853,72750.0
11,2,3000,452.02116837032725,67925.0
5,4,3000,561.628512200894,63231.0
4,5,5000,70.02221500731565,89240.0
14,1,3000,555.8349804987345,35325.0
7,1,2000,360.8805211046877,13139.0
1,6,5000,460.0209524593716,39796.0
7,1,1500,32.26482574113327,10541.0
7,4,3000,303.6888933843571,80793.0
13,6,2000,373.57780444847623,166536.0
10,4,2500,184.1003039237041,97723.0
3,3,2500,258.99012486075156,29188.0
3,3,2500,332.5788811677588,25982.0
9,4,2500,331.52876386378796,103610.0
1,4,2500,25.116915244102845,10659.0
5,4,3000,263.6890599473354,54274.0
2,1,2000,128.29089287533853,4464.0
1,4,3000,550.0170468512099,17934.0
13,5,2500,585.9479940740005,171973.0
2,5,3000,179.78813781124146,30722.0
1,1,2000,105.11123835063525,2534.0
14,5,2000,131.70249056900585,121413.0
3,5,2500,286.65135321177223,43309.0
12,2,3000,524.703359467907,81616.0
1,6,2000,300.0217289625838,21410.0
3,4,1800,33.23523702917859,20193.0
2,3,3000,23.931361627886403,18326.0
10,5,2000,136.43456737370914,105024.0
9,4,2500,505.6627665656573,118102.0
7,4,3000,372.8883345210864,75315.0
4,2,2500,337.7747122717749,20351.0
2,6,2500,191.38175554958528,48433.0
8,6,2000,557.6552430277123,105857.0
4,1,2000,198.70694697727947,7009.0
9,5,2000,500.96664759176804,93266.0
10,1,1800,537.5421107855304,14454.0
12,3,2500,290.00100792968203,96222.0
7,6,1500,536.5735616884456,83621.0
1,2,2000,166.08197243462826,4776.0
4,3,1800,395.06005570996547,24894.0
12,2,3000,52.77824911463176,80911.0
8,5,2500,284.36052845543634,85666.0
9,3,5000,130.39908129500876,116537.0
7,4,2000,37.657966758361724,55074.0
3,6,1800,2.235304846572439,29652.0
13,4,2000,194.85126986448503,103406.0
11,5,3000,353.7183567220577,147862.0
14,1,3000,273.1382085906944,44215.0
12,2,1800,181.06157911169765,43856.0
5,6,2500,594.7200184657506,95355.0
4,6,2500,563.7150239878067,75319.0
4,4,2000,75.39198410249813,34040.0
13,3,3000,249.06445600109686,100871.0
8,2,2000,389.3081603961665,37253.0
7,6,1500,440.09447851796205,70699.0
14,5,2000,219.82329294569422,141538.0
9,2,2000,447.7690876412086,44888.0
13,4,3000,74.49000774640697,144190.0
14,4,3000,199.08757515462284,201319.0
2,3,2500,429.85990545354304,23974.0
6,6,3000,375.40967415622504,128072.0
11,1,2500,502.32612891699296,26233.0
12,2,2000,28.11421360029305,37096.0
3,1,2500,104.63503069382911,9013.0
5,5,5000,29.096749363179875,127272.0
8,4,2500,115.26853454952679,74843.0
12,6,2500,2.569686379761005,207292.0
2,4,1800,302.52618100731974,17351.0
9,1,3000,316.98863734095323,26865.0
5,3,3000,394.7350688435969,52970.0
4,1,2000,230.94746832062606,7808.0
8,5,2500,1.9246144111104035,98733.0
6,5,3000,404.3346926445823,111782.0
9,6,2000,32.574652648747545,111573.0
5,3,1800,519.7022584906464,38603.0
12,2,1500,13.592392624762418,41370.0
2,1,2000,318.28507395397946,5278.0
13,3,2000,536.9507294313124,63795.0
1,3,2500,343.49374547326806,10178.0
11,5,2000,365.050047926358,128553.0
5,5,1800,408.96650900244344,44152.0
6,1,3000,73.44530863828021,17590.0
1,2,1800,404.9562604863357,7123.0
10,4,1800,528.2129292076892,95967.0
3,3,2500,584.5324997011899,27547.0
10,1,1800,265.83119961500825,17647.0
11,6,2500,206.7029110065281,168895.0
12,5,1800,451.9857693577902,122073.0
10,4,2500,325.7245728571887,103282.0
5,2,1800,154.3827926730183,21816.0
11,6,2000,103.29473098182179,122182.0
12,1,3000,102.13818035564621,36937.0
5,3,2500,275.50622196369125,43045.0
2,5,2000,102.07464336939007,21008.0
13,6,2500,11.831366406891464,215987.0
3,2,2000,31.253264981814,12471.0
9,4,2500,557.9307263717794,108749.0
4,2,1800,43.77680469608145,15098.0
2,1,2500,43.90841434857573,5415.0
11,3,5000,270.7130673201195,155953.0
3,6,1500,147.06016940101955,28304.0
10,5,2500,577.6163113034986,158164.0
10,3,3000,546.5915036986826,104211.0
1,2,2000,242.84594920276027,5256.0
3,1,3000,269.23891164975555,10298.0
12,2,2000,225.0681918453421,37456.0
8,1,2500,22.719669985876934,18754.0
2,2,2500,175.7081035528252,12800.0
14,5,2500,73.60408176719046,173842.0
4,1,2500,61.42219800907365,10392.0
1,1,1800,336.5169437618327,2191.0
13,4,2000,59.25891462813735,100123.0
1,2,2000,61.75879427715816,4680.0
8,3,2500,288.30822889160913,67104.0
14,1,2000,265.36941907358323,32619.0
9,2,2500,82.58087107942163,44523.0
9,3,2500,2.6694148853178,66203.0
6,5,2000,115.7846650607063,53110.0
2,3,2500,141.53535250922445,16294.0
9,4,5000,480.14906616532056,161316.0
13,4,2000,549.263010316329,90357.0
2,2,3000,243.56663849278183,12245.0
13,2,1800,243.0160359005867,58418.0
6,3,2500,427.48877025592003,48528.0
8,1,3000,376.1532094228134,26187.0
3,5,2000,110.48411201604549,30285.0
9,4,3000,64.61347337751681,87952.0
3,2,3000,262.56713439303047,22490.0
4,3,3000,338.8970178976578,30873.0
11,2,5000,83.22456189528555,103538.0
1,4,3000,175.96409604506673,14719.0
7,5,1800,183.56579785834492,68541.0
9,1,2000,156.77892061449842,17072.0
2,3,3000,276.4567597750746,17098.0
5,1,2000,391.83815059184315,10507.0
5,3,3000,305.63393016959543,44485.0
10,2,2000,120.87393734840653,37337.0
14,3,2000,61.76342822843986,95203.0
12,3,2500,493.12227773922024,82918.0
3,2,2000,287.5828096306714,14827.0
1,3,2000,37.28351048032632,6571.0
1,5,2500,154.8728997897348,17503.0
9,5,2000,482.4202670304929,98069.0
3,1,1500,451.03579486412997,6932.0
4,3,2000,525.4899797384267,29686.0
12,6,3000,361.25269560101526,236692.0
13,4,2500,253.743560614833,111937.0
12,2,1800,255.9809985326704,32969.0
4,4,1500,116.40002669576623,27061.0
9,1,2000,390.4793769107291,20601.0
9,1,1500,351.0412536557124,15779.0
3,4,2000,92.91864685730154,23931.0
8,4,2500,531.3977520272249,105826.0
8,5,2500,221.08092198635822,98815.0
6,3,1800,29.84325931264109,34455.0
11,6,1800,196.7285524678703,132658.0
10,3,2500,521.9140288269455,99877.0
8,5,1800,550.1739515170707,79905.0
11,1,2500,294.2390503557801,26515.0
11,1,3000,573.8039640440508,29488.0
8,5,2500,525.1450855271856,133130.0
4,6,1500,495.1384302595352,50367.0
11,6,2500,515.8260388093236,187290.0
11,2,2000,229.12524730129408,66620.0
14,1,3000,453.88136445332617,45558.0
3,6,2000,346.4034018456896,37902.0
6,4,1800,431.810401044184,48945.0
13,2,2000,106.67166454846478,47019.0
8,5,3000,438.8363470649652,122802.0
14,6,2500,574.555460516503,213235.0
1,2,5000,181.59799342885773,10674.0
1,5,2500,591.6967943733762,20587.0
12,5,1800,227.02560888322265,136239.0
6,4,2000,119.83409821261972,51740.0
8,4,2500,67.37173788014303,78914.0
6,2,2000,470.97714797290666,30411.0
6,6,3000,332.895240225941,122735.0
14,6,2500,184.2787761972173,221635.0
2,6,2500,365.0702218762547,42083.0
11,5,5000,199.26071270460284,283505.0
13,1,1800,269.0146543970752,26526.0
10,3,3000,517.5984754518547,105311.0
6,3,1800,400.8998861154989,37945.0
3,6,3000,457.44110382282986,63283.0
10,4,2000,350.09613088174575,102858.0
7,4,2500,594.8388293313726,75086.0
3,1,5000,144.8460397745356,16328.0
6,5,3000,157.37469643128884,97891.0
14,3,1500,55.53536324299972,59176.0
4,1,2500,332.4117012424263,10283.0
3,6,2500,368.0155418450207,51594.0
10,2,1800,435.5769437392919,37220.0
3,1,1800,201.26755556955663,5209.0
13,1,1800,7.35408111901632,21667.0
13,3,3000,379.33772225299197,125498.0
14,1,2500,599.2172955122296,43532.0
13,6,1500,176.72961227399549,129582.0
4,4,2000,110.36067148141184,24717.0
3,2,3000,169.06017469581192,20901.0
5,1,3000,255.24928486622832,14983.0
7,3,2000,150.5477573715388,46254.0
13,1,2500,208.17601522051794,33276.0
11,6,2500,382.92404314761757,170209.0
10,2,2000,207.0167921055688,41148.0
13,3,3000,237.6353668701928,119530.0
10,1,3000,24.018757679558366,35365.0
6,1,1800,550.7655009737218,12972.0
6,2,2000,244.1315759489122,29564.0
8,1,3000,196.8861096208766,27747.0
2,5,3000,51.8905177472307,33624.0
11,6,3000,380.50992923711016,167162.0
10,6,2500,518.2949701582529,185731.0
11,2,2000,24.691920031440183,41834.0
8,5,3000,87.1634804196213,132662.0
11,4,3000,87.8338973317244,118711.0
14,1,3000,361.3649132086757,37686.0
8,1,1500,552.7383016310213,18015.0
7,4,5000,262.66102023930574,128558.0
2,3,1800,206.28386891631038,15233.0
11,1,3000,459.50441135801475,35337.0
13,6,2000,445.54143705339084,158498.0
10,5,1500,148.0536835663258,77543.0
13,4,2000,96.49581738473162,90287.0
13,6,2500,214.6860194492138,199822.0
12,6,2000,465.3620353359787,136263.0
8,6,1800,417.038033948987,91941.0
2,2,2500,399.51222381372315,14746.0
1,6,3000,497.6571360979223,30871.0
3,4,2500,166.27818740483625,27339.0
7,5,2500,203.81023528170604,101428.0
11,6,2500,25.403670365505594,165469.0
7,1,3000,521.24746548212,21631.0
1,3,2500,349.45784095330686,12790.0
3,1,2000,178.873375130216,6582.0
14,2,2500,41.64991886961933,61152.0
14,3,2000,434.0457018974758,111354.0
6,6,2000,449.24251172943667,82610.0
12,6,1800,399.70719126901355,137840.0
11,3,2000,122.26858256803771,64266.0
14,2,1800,547.9296351051629,63117.0
13,4,2000,451.89481141252577,104441.0
9,6,2000,394.65379415038217,97592.0
6,6,1500,390.56635405307253,58417.0
9,2,1800,542.6146200549847,43082.0
5,2,1800,556.9842798582742,24814.0
5,5,2500,357.382450806144,67549.0
9,2,3000,250.00164657752904,66032.0
8,2,2500,218.24038773564973,45666.0
9,1,2500,491.4473046484335,23695.0
6,3,2500,386.7632039006001,48663.0
6,3,2500,46.35961815219218,47393.0
1,4,1500,85.31160780901632,6665.0
9,2,3000,540.1115370629078,58352.0
9,5,3000,530.6988888627005,151106.0
14,5,3000,571.0994692184813,180844.0
8,3,2500,256.71058039699426,61664.0
7,2,2500,470.43654458442427,37379.0
1,4,2500,496.93501638859294,20308.0
3,5,2000,189.41814350291585,27079.0
5,3,5000,87.20262673628534,72643.0
6,2,2500,598.2158169835037,32832.0
6,4,3000,18.13152225080994,81117.0
6,3,2500,358.40155122686576,49044.0
11,3,2500,390.12736450902537,108151.0
2,3,1500,409.073605181789,15059.0
5,2,3000,153.37664638145384,29727.0
3,5,2500,432.9475465793105,47506.0
5,3,2500,129.83973796875932,37433.0
10,3,1500,497.42295345100945,56506.0
1,4,1500,131.47000445078072,6906.0
5,3,1800,418.0236174456465,29003.0
1,1,2500,470.0480915003855,4626.0
14,6,2000,113.36745027731325,197773.0
11,1,2000,142.79189257956168,17330.0
4,4,1800,467.4622432406201,42785.0
3,2,1800,51.59938298097171,11026.0
2,2,1500,114.45657147999849,5516.0
7,1,2000,273.3185437139491,10528.0
11,6,1500,558.1091572468623,93549.0
9,3,3000,337.1267009358063,84845.0
13,3,2500,232.60670892493528,99501.0
5,5,1800,587.022133333486,61220.0
4,1,2000,278.22678373277313,8531.0
7,4,2500,260.24098421248925,64930.0
3,3,1500,246.98659013263412,15668.0
14,4,5000,187.30804356407776,284141.0
3,1,1500,195.4168858425506,5430.0
7,6,2500,412.70223595769886,104523.0
8,2,3000,24.50135840512868,53702.0
1,5,2500,409.0900353877913,19196.0
7,5,2500,120.72269887552369,81004.0
7,3,1500,230.52480192269573,32107.0
4,1,3000,87.9233835361992,14052.0
2,2,1500,331.6506264434819,8516.0
1,5,3000,437.6102669712838,21853.0
1,6,5000,212.7933456338188,39234.0
7,6,2500,98.04994652415778,138831.0
2,2,2500,135.9033491587053,11370.0
14,4,2000,490.86775111534354,138981.0
4,1,1800,160.58924103591147,8881.0
10,5,3000,464.8215558067363,148130.0
10,3,2500,198.71964408372665,77632.0
7,5,3000,113.23953260577753,91964.0
13,5,2000,436.3851357764586,135358.0
2,6,3000,281.12701768512403,39653.0
4,3,1500,18.766350764883843,17365.0
4,3,2500,575.9654516066391,33735.0
2,4,3000,88.65206704326445,24558.0
5,1,3000,212.04418587185484,16893.0
5,1,2500,230.8767809974244,13232.0
11,4,2500,293.65793955504796,91706.0
5,5,2000,471.2664134005024,54336.0
13,4,2500,3.6541678050760584,108381.0
11,5,1800,559.4832308016448,113465.0
13,2,1800,387.5936761218067,53008.0
2,3,2000,570.3893274893613,19434.0
14,4,2500,490.4337224498915,134517.0
9,3,1500,556.7029308499301,48599.0
14,1,3000,360.60033056140685,41060.0
5,1,1500,214.3853897263049,7291.0
14,6,3000,265.7484378681622,282437.0
9,4,2000,394.8193862304677,86395.0
2,2,2000,256.1591158598018,11261.0
6,2,5000,439.0036700806735,59041.0
2,1,2500,55.10880964801774,6014.0
14,6,2500,497.9919893909332,209187.0
5,1,2500,122.5131837852025,14050.0
4,5,2000,566.3685657148335,48275.0
8,2,3000,93.32747996236075,47454.0
6,3,3000,77.4985176614387,41080.0
2,2,3000,487.1256663524357,15331.0
12,5,2500,491.2210966218086,161581.0
12,1,1500,443.25565192874836,18824.0
11,3,2000,576.3182783428227,90021.0
9,2,2000,162.32377721124962,32442.0
6,2,2500,495.98924339417255,31747.0
8,2,2000,211.22431802605252,30223.0
8,6,1800,322.4391753416044,87980.0
3,3,2500,267.3600178207972,29096.0
2,3,2000,3.5100136041643415,14379.0
4,3,5000,344.6773161234946,58963.0
7,6,2500,448.5035326583718,106144.0
3,3,1800,104.73143014516275,15194.0
2,3,2500,558.9935171358225,25392.0
12,2,5000,318.2397236511023,140191.0
6,2,5000,106.9476018906561,60087.0
9,1,1800,387.56854255013116,15012.0
8,4,1800,115.15362510920639,50816.0
11,1,2000,38.12000897720185,22611.0
11,2,3000,411.18914545154536,74011.0
5,2,2500,66.4169299832967,19925.0
12,2,1500,63.73046902586119,35129.0
6,5,3000,443.966137909088,120072.0
12,4,2000,33.121339924842694,94043.0
6,6,3000,485.86150742877277,143082.0
2,3,3000,477.68925518869656,25655.0
11,6,2000,84.8360568466596,117683.0
1,1,1500,311.02838836618133,2649.0
11,4,1800,57.97529458136541,78900.0
1,5,2000,379.5427318715923,15691.0
3,4,1800,37.75800778232794,19765.0
9,6,1800,566.6885137936483,132760.0
14,2,1800,124.63844122174899,45709.0
6,1,1800,409.73679356918706,14158.0
2,5,5000,76.97485462626604,48909.0
4,1,2000,125.7578689960659,8477.0
13,5,3000,270.5697893300224,214389.0
11,5,5000,343.85768480490975,262341.0
2,6,1800,599.3179442350098,38521.0
6,3,2000,15.555736854566483,28307.0
4,6,1800,0.1886517864521764,45545.0
3,2,2000,210.2202568289688,10174.0
12,3,2000,219.69382068145194,72632.0
9,1,1800,530.302341659179,20299.0
3,5,2500,547.5495286183811,52208.0
10,5,2000,528.3149858155913,94614.0
6,5,2500,85.90725029162867,66672.0
1,5,2000,247.26290110864406,13760.0
7,2,1800,447.5310973770139,29431.0
3,1,1500,187.56664067054484,4114.0
4,6,2000,397.9428171063307,57459.0
13,3,2000,142.2857179146552,82743.0
10,1,2000,194.05155477648483,20082.0
2,6,2500,516.2577896090903,45148.0
12,6,2500,150.30542165339708,188603.0
9,3,5000,578.5944521309177,133010.0
13,5,2000,183.75573656210815,105961.0
11,1,3000,14.116865893966413,33590.0
5,1,1800,152.9405422815423,8573.0
8,2,5000,102.72296534605545,75403.0
8,4,3000,304.09617973052985,106835.0
11,1,1800,67.629639796716,23792.0
4,1,2500,375.6293263472458,11450.0
5,5,5000,524.9394423338967,144814.0
4,5,3000,217.51132908224142,54109.0
5,5,3000,101.09563158324266,79325.0
3,5,3000,240.01499747064778,49444.0
1,5,2000,471.58009287037623,22520.0
14,4,1500,354.8926044477573,84047.0
2,4,3000,60.68592799656187,24257.0
13,6,1800,322.31229259622,168205.0
1,3,1800,280.8512288733559,8674.0
11,1,1800,196.26735361269687,18020.0
5,5,2500,66.09635763199397,86686.0
8,2,1500,588.667161372165,25224.0
4,6,1800,105.62599193595337,45381.0
7,3,2000,115.64573447444728,45231.0
7,6,2000,87.34961526134151,88906.0
8,1,2000,342.1158232193629,16977.0
6,4,5000,266.2017446896202,121535.0
8,3,3000,149.7343092159336,71745.0
12,3,2000,257.6540298129169,65680.0
7,2,1800,404.11311063703073,36803.0
6,6,3000,169.0203188991781,109137.0
2,3,2500,549.1474656182282,23193.0
6,6,5000,183.80774230662348,177152.0
2,3,2500,118.90741849371196,15742.0
3,1,2500,572.7407081236887,9270.0
14,6,3000,486.3363660709076,218924.0
2,2,2000,205.88257490607933,9463.0
7,2,3000,504.8591106863256,43844.0
12,6,2500,311.28854949228,215769.0
14,6,2000,208.0514989566377,149852.0
3,6,3000,503.7669537235286,61668.0
3,3,2500,451.29904011866427,25062.0
6,5,1800,178.7249055858635,68455.0
8,2,2500,364.00710915478425,38661.0
14,5,1800,221.63413411187832,139537.0
3,4,1500,0.6311835362328821,20234.0
3,1,3000,577.0894448401676,11112.0
4,3,5000,329.77744564370204,54217.0
13,3,1800,359.0595609994699,63258.0
1,2,3000,359.9348554063769,9845.0
6,3,5000,330.38487649164165,80773.0
2,4,5000,174.02870686415608,44845.0
3,1,3000,582.9456749448337,11488.0
13,1,2500,373.001047509171,35566.0
1,5,1800,402.5528163323769,18044.0
5,3,1800,272.8756543902299,27066.0
13,4,2000,172.71684029446953,94969.0
9,4,1500,38.60938930495761,59510.0
2,4,2500,210.13811794073175,21663.0
7,3,3000,105.65845756103526,46203.0
14,3,2500,397.2529609542071,118654.0
6,5,5000,527.4023308816317,141775.0
8,6,1800,181.65291494739137,95993.0
8,2,1500,199.72957524842795,30255.0
10,5,3000,402.218702297407,158363.0
3,6,2500,89.56286054474181,53134.0
12,1,3000,557.6624560066194,38943.0
14,5,3000,218.30806861528984,259350.0
2,3,2500,60.71966755606479,13846.0
12,6,5000,104.8104029523849,362158.0
12,4,1500,559.6476456044749,87765.0
11,6,2500,148.271573021412,164751.0
6,1,2500,397.3612822987718,19049.0
7,1,1800,93.69913412295907,12319.0
12,6,1800,116.46101540926664,169714.0
3,4,2000,527.5429313399866,41849.0
12,4,1800,88.81993206153709,90845.0
13,2,2000,11.250352041767497,55661.0
10,2,2500,300.73991371576574,60462.0
5,5,1800,517.6360879577608,48003.0
8,2,2500,195.59462724937484,35510.0
1,4,2500,76.8973623874263,13058.0
14,2,1800,589.3384977393827,56957.0
5,2,1500,406.043177693648,17759.0
1,1,2500,510.41437916889384,4548.0
12,6,3000,451.28296339735425,170354.0
10,6,5000,418.94536439351407,303045.0
9,1,2500,230.73844027855216,21399.0
1,3,1800,194.60399592218363,8636.0
11,4,2000,430.1751575366844,106916.0
9,3,2000,430.0278049063381,63399.0
12,5,2500,570.353030429456,169251.0
12,2,2500,341.1958907089934,52413.0
3,1,3000,176.7726634726041,10420.0
3,3,2000,293.71727959828644,23213.0
13,4,2000,368.2282900355515,127602.0
8,2,5000,256.0378797461475,105794.0
7,5,2500,474.67987401572896,79165.0
5,1,5000,350.76792732950264,25200.0
9,1,3000,5.6614365765903285,24720.0
11,4,2000,341.9039329392051,95426.0
1,4,2500,380.16227156511655,16108.0
8,2,3000,549.1567509264424,50942.0
14,2,2000,248.23300419851313,65596.0
4,1,1500,344.68059556281503,6465.0
4,4,2500,284.9984704286244,39327.0
13,3,5000,318.9938570813312,175833.0
1,1,3000,40.38244240139788,3028.0
6,3,1800,538.3702005198609,33534.0
7,6,5000,546.2474038989753,221813.0
12,2,1500,328.8357659055796,37871.0
2,6,1800,333.93330943256734,26947.0
7,2,1500,34.533621566372716,23628.0
3,2,5000,358.7703078718541,32636.0
12,2,3000,257.4910739274975,84132.0
9,2,5000,425.4261781406624,91243.0
7,1,2000,28.27494995734343,14072.0
6,4,2000,426.53260963769384,51244.0
3,3,1800,172.13629429938834,18250.0
13,5,1800,391.02319827186477,135958.0
10,3,1800,376.2755851872738,55697.0
5,3,3000,136.1048907793395,49626.0
6,3,5000,264.27140712976006,84513.0
11,1,1800,501.37995543199474,23885.0
11,5,2000,363.35498615686436,109384.0
7,1,2500,41.24298118704688,19566.0
5,5,2000,265.7452987924978,55721.0
10,6,2500,187.0628752667502,185423.0
10,5,2500,384.98740734697964,115538.0
9,3,2500,368.7383647771565,60249.0
2,2,1800,6.23886090608432,6733.0
7,6,1800,364.6173056510778,71438.0
9,2,1800,440.909792390962,30434.0
14,3,3000,461.23801944094527,141721.0
8,5,1500,35.385462233976696,60677.0
5,6,3000,182.19505026592137,89094.0
8,6,2500,252.7641363309143,120346.0
3,1,2000,107.86302467694708,5987.0
2,6,1500,252.4403226990059,29328.0
10,1,2500,42.6777214953554,23044.0
14,4,3000,67.93036980423095,144280.0
12,6,2000,401.21685770605166,169029.0
9,4,2000,157.543476696093,72616.0
1,6,3000,426.84350848774346,36073.0
14,3,3000,28.865116810000792,118615.0
7,2,5000,337.6218318261017,80469.0
5,2,3000,234.86919815210416,36300.0
13,3,5000,478.1828351492792,188565.0
11,5,1500,470.37094812333714,84068.0
11,3,1800,225.3357854745049,67882.0
4,5,3000,373.6284084526286,72292.0
14,3,2500,136.52932129169287,90032.0
7,2,2500,348.2441017082521,33001.0
8,2,1800,48.75881636851347,21530.0
11,4,1800,260.76257047116604,89547.0
10,6,2500,109.63660892286549,147910.0
3,6,1800,530.0287092549137,44251.0
5,2,1800,266.9404907800991,16437.0
6,3,2000,354.4642491825209,35284.0
14,5,2500,216.22911619800624,169329.0
11,4,5000,173.24462114388172,205505.0
6,1,5000,121.75186983692015,30921.0
11,4,2000,547.1229496002118,103771.0
11,1,2500,479.6794694561716,38628.0
6,1,1500,79.95668665861852,9297.0
6,4,2000,448.034925775079,63070.0
13,1,2000,251.11846622199192,24445.0
8,3,1800,9.237992976341914,35425.0
3,4,2000,317.0203922257332,27869.0
11,4,1800,78.02786405091966,66413.0
9,3,5000,125.9605878561568,136752.0
8,1,2500,417.6245768544558,19733.0
11,5,1500,154.28522228471766,67695.0
13,6,2000,535.13292110509,207949.0
5,6,2000,394.30185505450197,65124.0
6,5,3000,499.37009094648545,82149.0
3,3,2500,369.11372299811046,29994.0
10,6,1800,521.3097546132095,110422.0
6,3,2500,217.0108050132901,54257.0
5,1,3000,329.4843461313478,14943.0
10,6,1500,309.53424026660014,91306.0
6,2,3000,542.2744248467823,42042.0
7,6,1500,98.94924516516812,70198.0
7,3,3000,346.8364579120155,73650.0
4,6,2500,452.6587165361882,70105.0
2,4,2500,222.02985632019622,25095.0
12,3,3000,520.5489147695858,124940.0
2,2,3000,223.80886024664045,14126.0
5,6,2000,103.98525593754965,61435.0
10,1,2000,350.429013243019,17994.0
2,3,3000,252.34080602238748,22596.0
10,3,3000,9.114062809202728,90567.0
11,4,5000,41.90315549610193,209985.0
10,2,1800,117.16630812395401,43058.0
5,4,2500,461.5979757108914,48349.0
1,3,5000,535.223709620249,26095.0
13,2,2500,327.3845244085335,67439.0
5,2,1800,63.339277508474076,19225.0
12,5,3000,320.6513713451076,177782.0
3,2,2000,513.363276358167,13187.0
3,2,2000,449.68657747355377,15338.0
11,4,2000,174.65889821842498,94516.0
14,2,3000,74.3343655730147,91745.0
13,3,3000,540.4090198573458,120585.0
11,2,2500,512.4532479793266,45428.0
