slug,category,text,score
sreemangal,nature,Sreemangal good service and clean room spotless room with great view,4
sreemangal,nature,Sreemangal not worth the price nice food and helpful staff okay place for one night,3
sreemangal,nature,Sreemangal spotless room with great view nice food and helpful staff,5
sreemangal,nature,Sreemangal comfortable stay would return,4
sreemangal,nature,Sreemangal amazing experience wonderful staff,5
sreemangal,nature,Sreemangal staff ignored our complaints,1
sreemangal,nature,Sreemangal memorable stay with excellent food good service and clean room,5
sreemangal,nature,Sreemangal comfortable stay would return reasonable value for a short trip okay place for one night,3
sreemangal,nature,Sreemangal outstanding service and perfect location amazing experience wonderful staff,5
sreemangal,nature,Sreemangal small room and unhelpful staff,2
sreemangal,nature,Sreemangal reasonable value for a short trip average stay nothing special great breakfast and friendly staff,3
sreemangal,nature,Sreemangal expected better from the pictures decent location but small rooms,3
sreemangal,nature,Sreemangal decent location but small rooms,3
sreemangal,nature,Sreemangal comfortable stay would return,4
sreemangal,nature,Sreemangal memorable stay with excellent food,5
sreemangal,nature,Sreemangal mediocre rooms with bad lighting worst experience ever,1
sreemangal,nature,Sreemangal below average food and slow wifi worst experience ever,2
sreemangal,nature,Sreemangal expected better from the pictures terrible service and dirty room,2
sreemangal,nature,Sreemangal best trip ever highly recommend,5
sreemangal,nature,Sreemangal good service and clean room outstanding service and perfect location spotless room with great view,5
sreemangal,nature,Sreemangal fine but nothing to remember,3
sreemangal,nature,Sreemangal memorable stay with excellent food spotless room with great view best trip ever highly recommend,5
sreemangal,nature,Sreemangal decent location but small rooms not worth the price small room and unhelpful staff,2
sreemangal,nature,Sreemangal great breakfast and friendly staff,4
sreemangal,nature,Sreemangal not worth the price,2
sreemangal,nature,Sreemangal nice food and helpful staff,4
sreemangal,nature,Sreemangal spotless room with great view good service and clean room,4
sreemangal,nature,Sreemangal okay place for one night,3
sreemangal,nature,Sreemangal not worth the price,2
sreemangal,nature,Sreemangal okay place for one night great breakfast and friendly staff below average food and slow wifi,3
sreemangal,nature,Sreemangal decent location but small rooms below average food and slow wifi,2
sreemangal,nature,Sreemangal memorable stay with excellent food,5
sreemangal,nature,Sreemangal horrible smell and broken air conditioning,1
sreemangal,nature,Sreemangal pleasant view and good wifi amazing experience wonderful staff,5
sreemangal,nature,Sreemangal staff ignored our complaints small room and unhelpful staff,1
sreemangal,nature,Sreemangal great breakfast and friendly staff good service and clean room,4
sreemangal,nature,Sreemangal good service and clean room nice food and helpful staff,4
sreemangal,nature,Sreemangal good service and clean room,4
sreemangal,nature,Sreemangal below average food and slow wifi decent location but small rooms,2
sreemangal,nature,Sreemangal staff ignored our complaints not worth the price,2
sreemangal,nature,Sreemangal pleasant view and good wifi,4
sreemangal,nature,Sreemangal great breakfast and friendly staff,4
sreemangal,nature,Sreemangal nice food and helpful staff,4
sreemangal,nature,Sreemangal nice food and helpful staff great breakfast and friendly staff,4
sreemangal,nature,Sreemangal mediocre rooms with bad lighting decent location but small rooms,2
sreemangal,nature,Sreemangal fine but nothing to remember pleasant view and good wifi,3
sreemangal,nature,Sreemangal reasonable value for a short trip,3
sreemangal,nature,Sreemangal spotless room with great view,5
sreemangal,nature,Sreemangal horrible smell and broken air conditioning,1
sreemangal,nature,Sreemangal reasonable value for a short trip not worth the price,2
sreemangal,nature,Sreemangal amazing experience wonderful staff pleasant view and good wifi best trip ever highly recommend,5
sreemangal,nature,Sreemangal comfortable stay would return,4
sreemangal,nature,Sreemangal mediocre rooms with bad lighting small room and unhelpful staff,2
sreemangal,nature,Sreemangal staff ignored our complaints rude staff and noisy place,1
sreemangal,nature,Sreemangal not worth the price,2
sreemangal,nature,Sreemangal horrible smell and broken air conditioning worst experience ever terrible service and dirty room,1
sreemangal,nature,Sreemangal terrible service and dirty room rude staff and noisy place,1
sreemangal,nature,Sreemangal outstanding service and perfect location,5
sreemangal,nature,Sreemangal staff ignored our complaints,1
sreemangal,nature,Sreemangal horrible smell and broken air conditioning terrible service and dirty room,1
sreemangal,nature,Sreemangal small room and unhelpful staff,2
sreemangal,nature,Sreemangal okay place for one night,3
sreemangal,nature,Sreemangal comfortable stay would return decent location but small rooms,3
sreemangal,nature,Sreemangal not worth the price small room and unhelpful staff,2
sreemangal,nature,Sreemangal pleasant view and good wifi,4
sreemangal,nature,Sreemangal fine but nothing to remember fine but nothing to remember expected better from the pictures,3
sreemangal,nature,Sreemangal pleasant view and good wifi memorable stay with excellent food,5
sreemangal,nature,Sreemangal average stay nothing special nice food and helpful staff,3
sreemangal,nature,Sreemangal nice food and helpful staff reasonable value for a short trip outstanding service and perfect location,4
sreemangal,nature,Sreemangal great breakfast and friendly staff okay place for one night,3
sreemangal,nature,Sreemangal below average food and slow wifi mediocre rooms with bad lighting,2
sreemangal,nature,Sreemangal fine but nothing to remember okay place for one night,3
sreemangal,nature,Sreemangal good service and clean room okay place for one night,3
sreemangal,nature,Sreemangal mediocre rooms with bad lighting,2
sreemangal,nature,Sreemangal decent location but small rooms,3
sreemangal,nature,Sreemangal comfortable stay would return outstanding service and perfect location spotless room with great view,5
sreemangal,nature,Sreemangal decent location but small rooms,3
sreemangal,nature,Sreemangal horrible smell and broken air conditioning,1
sreemangal,nature,Sreemangal spotless room with great view,5
sreemangal,nature,Sreemangal great breakfast and friendly staff outstanding service and perfect location good service and clean room,4
sreemangal,nature,Sreemangal fine but nothing to remember,3
sreemangal,nature,Sreemangal okay place for one night pleasant view and good wifi,3
sreemangal,nature,Sreemangal outstanding service and perfect location comfortable stay would return best trip ever highly recommend,5
sreemangal,nature,Sreemangal mediocre rooms with bad lighting,2
sreemangal,nature,Sreemangal spotless room with great view great breakfast and friendly staff,5
sreemangal,nature,Sreemangal not worth the price,2
sreemangal,nature,Sreemangal staff ignored our complaints terrible service and dirty room,1
srimangal,nature,Srimangal small room and unhelpful staff okay place for one night,2
srimangal,nature,Srimangal reasonable value for a short trip below average food and slow wifi great breakfast and friendly staff,3
srimangal,nature,Srimangal great breakfast and friendly staff,4
srimangal,nature,Srimangal rude staff and noisy place horrible smell and broken air conditioning,1
srimangal,nature,Srimangal amazing experience wonderful staff amazing experience wonderful staff nice food and helpful staff,5
srimangal,nature,Srimangal staff ignored our complaints terrible service and dirty room,1
srimangal,nature,Srimangal mediocre rooms with bad lighting below average food and slow wifi,2
srimangal,nature,Srimangal memorable stay with excellent food,5
srimangal,nature,Srimangal okay place for one night reasonable value for a short trip,3
srimangal,nature,Srimangal great breakfast and friendly staff outstanding service and perfect location good service and clean room,4
srimangal,nature,Srimangal worst experience ever,1
srimangal,nature,Srimangal reasonable value for a short trip great breakfast and friendly staff,3
srimangal,nature,Srimangal mediocre rooms with bad lighting horrible smell and broken air conditioning okay place for one night,2
srimangal,nature,Srimangal comfortable stay would return amazing experience wonderful staff,4
srimangal,nature,Srimangal comfortable stay would return great breakfast and friendly staff,4
srimangal,nature,Srimangal horrible smell and broken air conditioning horrible smell and broken air conditioning,1
srimangal,nature,Srimangal best trip ever highly recommend great breakfast and friendly staff good service and clean room,4
srimangal,nature,Srimangal worst experience ever,1
srimangal,nature,Srimangal expected better from the pictures small room and unhelpful staff decent location but small rooms,2
srimangal,nature,Srimangal terrible service and dirty room not worth the price,2
srimangal,nature,Srimangal terrible service and dirty room terrible service and dirty room,1
srimangal,nature,Srimangal terrible service and dirty room worst experience ever,1
srimangal,nature,Srimangal comfortable stay would return comfortable stay would return,4
srimangal,nature,Srimangal below average food and slow wifi nice food and helpful staff reasonable value for a short trip,3
srimangal,nature,Srimangal best trip ever highly recommend amazing experience wonderful staff spotless room with great view,5
srimangal,nature,Srimangal small room and unhelpful staff rude staff and noisy place worst experience ever,1
srimangal,nature,Srimangal mediocre rooms with bad lighting,2
srimangal,nature,Srimangal fine but nothing to remember,3
srimangal,nature,Srimangal pleasant view and good wifi,4
srimangal,nature,Srimangal horrible smell and broken air conditioning not worth the price mediocre rooms with bad lighting,1
srimangal,nature,Srimangal good service and clean room,4
srimangal,nature,Srimangal horrible smell and broken air conditioning,1
srimangal,nature,Srimangal expected better from the pictures,2
srimangal,nature,Srimangal nice food and helpful staff outstanding service and perfect location spotless room with great view,4
srimangal,nature,Srimangal rude staff and noisy place,1
srimangal,nature,Srimangal memorable stay with excellent food,5
srimangal,nature,Srimangal decent location but small rooms,3
srimangal,nature,Srimangal best trip ever highly recommend memorable stay with excellent food,5
srimangal,nature,Srimangal average stay nothing special average stay nothing special,3
srimangal,nature,Srimangal okay place for one night small room and unhelpful staff terrible service and dirty room,2
srimangal,nature,Srimangal staff ignored our complaints below average food and slow wifi,2
srimangal,nature,Srimangal comfortable stay would return,4
srimangal,nature,Srimangal best trip ever highly recommend,5
srimangal,nature,Srimangal below average food and slow wifi,2
srimangal,nature,Srimangal staff ignored our complaints horrible smell and broken air conditioning,1
srimangal,nature,Srimangal memorable stay with excellent food outstanding service and perfect location,5
srimangal,nature,Srimangal fine but nothing to remember below average food and slow wifi,2
srimangal,nature,Srimangal fine but nothing to remember,3
srimangal,nature,Srimangal fine but nothing to remember below average food and slow wifi,2
srimangal,nature,Srimangal outstanding service and perfect location outstanding service and perfect location,5
srimangal,nature,Srimangal expected better from the pictures staff ignored our complaints terrible service and dirty room,1
srimangal,nature,Srimangal expected better from the pictures,2
srimangal,nature,Srimangal average stay nothing special fine but nothing to remember average stay nothing special,3
srimangal,nature,Srimangal comfortable stay would return reasonable value for a short trip,3
srimangal,nature,Srimangal okay place for one night comfortable stay would return,3
srimangal,nature,Srimangal okay place for one night,3
srimangal,nature,Srimangal pleasant view and good wifi,4
srimangal,nature,Srimangal small room and unhelpful staff below average food and slow wifi,2
srimangal,nature,Srimangal pleasant view and good wifi outstanding service and perfect location,4
srimangal,nature,Srimangal amazing experience wonderful staff,5
srimangal,nature,Srimangal terrible service and dirty room mediocre rooms with bad lighting worst experience ever,1
srimangal,nature,Srimangal small room and unhelpful staff,2
srimangal,nature,Srimangal pleasant view and good wifi best trip ever highly recommend,5
srimangal,nature,Srimangal great breakfast and friendly staff amazing experience wonderful staff nice food and helpful staff,5
srimangal,nature,Srimangal staff ignored our complaints fine but nothing to remember small room and unhelpful staff,2
srimangal,nature,Srimangal reasonable value for a short trip,3
srimangal,nature,Srimangal staff ignored our complaints terrible service and dirty room expected better from the pictures,1
srimangal,nature,Srimangal okay place for one night pleasant view and good wifi best trip ever highly recommend,4
srimangal,nature,Srimangal worst experience ever worst experience ever,1
srimangal,nature,Srimangal outstanding service and perfect location,5
srimangal,nature,Srimangal okay place for one night comfortable stay would return pleasant view and good wifi,4
srimangal,nature,Srimangal rude staff and noisy place,1
srimangal,nature,Srimangal comfortable stay would return amazing experience wonderful staff,4
srimangal,nature,Srimangal spotless room with great view great breakfast and friendly staff pleasant view and good wifi,4
srimangal,nature,Srimangal pleasant view and good wifi fine but nothing to remember best trip ever highly recommend,4
srimangal,nature,Srimangal expected better from the pictures not worth the price horrible smell and broken air conditioning,2
srimangal,nature,Srimangal staff ignored our complaints mediocre rooms with bad lighting not worth the price,2
srimangal,nature,Srimangal small room and unhelpful staff mediocre rooms with bad lighting terrible service and dirty room,2
srimangal,nature,Srimangal pleasant view and good wifi outstanding service and perfect location,5
srimangal,nature,Srimangal small room and unhelpful staff terrible service and dirty room,1
srimangal,nature,Srimangal good service and clean room pleasant view and good wifi,4
srimangal,nature,Srimangal staff ignored our complaints,1
srimangal,nature,Srimangal nice food and helpful staff,4
srimangal,nature,Srimangal not worth the price not worth the price,2
srimangal,nature,Srimangal small room and unhelpful staff,2
srimangal,nature,Srimangal below average food and slow wifi average stay nothing special decent location but small rooms,3
srimangal,nature,Srimangal great breakfast and friendly staff amazing experience wonderful staff,4
srimangal,nature,Srimangal okay place for one night,3
srimangal,nature,Srimangal pleasant view and good wifi,4
srimangal,nature,Srimangal best trip ever highly recommend,5
srimangal,nature,Srimangal horrible smell and broken air conditioning expected better from the pictures terrible service and dirty room,2
srimangal,nature,Srimangal terrible service and dirty room staff ignored our complaints worst experience ever,1
srimangal,nature,Srimangal memorable stay with excellent food outstanding service and perfect location,5
srimangal,nature,Srimangal below average food and slow wifi,2
srimangal,nature,Srimangal worst experience ever not worth the price rude staff and noisy place,1
srimangal,nature,Srimangal rude staff and noisy place staff ignored our complaints,1
srimangal,nature,Srimangal below average food and slow wifi small room and unhelpful staff fine but nothing to remember,2
srimangal,nature,Srimangal spotless room with great view,5
srimangal,nature,Srimangal pleasant view and good wifi pleasant view and good wifi reasonable value for a short trip,4
srimangal,nature,Srimangal terrible service and dirty room not worth the price,2
sundarbans,nature,Sundarbans terrible service and dirty room,1
sundarbans,nature,Sundarbans pleasant view and good wifi best trip ever highly recommend,4
sundarbans,nature,Sundarbans nice food and helpful staff decent location but small rooms spotless room with great view,4
sundarbans,nature,Sundarbans not worth the price small room and unhelpful staff,2
sundarbans,nature,Sundarbans comfortable stay would return reasonable value for a short trip expected better from the pictures,3
sundarbans,nature,Sundarbans decent location but small rooms pleasant view and good wifi average stay nothing special,3
sundarbans,nature,Sundarbans small room and unhelpful staff mediocre rooms with bad lighting,2
sundarbans,nature,Sundarbans rude staff and noisy place terrible service and dirty room,1
sundarbans,nature,Sundarbans outstanding service and perfect location good service and clean room,5
sundarbans,nature,Sundarbans reasonable value for a short trip reasonable value for a short trip,3
sundarbans,nature,Sundarbans fine but nothing to remember comfortable stay would return good service and clean room,4
sundarbans,nature,Sundarbans small room and unhelpful staff okay place for one night,3
sundarbans,nature,Sundarbans not worth the price staff ignored our complaints not worth the price,2
sundarbans,nature,Sundarbans horrible smell and broken air conditioning expected better from the pictures mediocre rooms with bad lighting,2
sundarbans,nature,Sundarbans rude staff and noisy place staff ignored our complaints horrible smell and broken air conditioning,1
sundarbans,nature,Sundarbans okay place for one night,3
sundarbans,nature,Sundarbans decent location but small rooms mediocre rooms with bad lighting horrible smell and broken air conditioning,2
sundarbans,nature,Sundarbans expected better from the pictures average stay nothing special reasonable value for a short trip,2
sundarbans,nature,Sundarbans decent location but small rooms expected better from the pictures rude staff and noisy place,2
sundarbans,nature,Sundarbans amazing experience wonderful staff,5
sundarbans,nature,Sundarbans worst experience ever,1
sundarbans,nature,Sundarbans good service and clean room outstanding service and perfect location,4
sundarbans,nature,Sundarbans great breakfast and friendly staff average stay nothing special pleasant view and good wifi,4
sundarbans,nature,Sundarbans okay place for one night small room and unhelpful staff,3
sundarbans,nature,Sundarbans below average food and slow wifi,2
sundarbans,nature,Sundarbans comfortable stay would return spotless room with great view comfortable stay would return,4
sundarbans,nature,Sundarbans good service and clean room comfortable stay would return best trip ever highly recommend,5
sundarbans,nature,Sundarbans fine but nothing to remember,3
sundarbans,nature,Sundarbans rude staff and noisy place below average food and slow wifi terrible service and dirty room,1
sundarbans,nature,Sundarbans fine but nothing to remember,3
sundarbans,nature,Sundarbans rude staff and noisy place,1
sundarbans,nature,Sundarbans pleasant view and good wifi okay place for one night small room and unhelpful staff,3
sundarbans,nature,Sundarbans fine but nothing to remember expected better from the pictures okay place for one night,2
sundarbans,nature,Sundarbans mediocre rooms with bad lighting,2
sundarbans,nature,Sundarbans horrible smell and broken air conditioning,1
sundarbans,nature,Sundarbans rude staff and noisy place,1
sundarbans,nature,Sundarbans fine but nothing to remember worst experience ever small room and unhelpful staff,2
sundarbans,nature,Sundarbans small room and unhelpful staff small room and unhelpful staff,2
sundarbans,nature,Sundarbans mediocre rooms with bad lighting mediocre rooms with bad lighting,2
sundarbans,nature,Sundarbans best trip ever highly recommend,5
sundarbans,nature,Sundarbans decent location but small rooms below average food and slow wifi,2
sundarbans,nature,Sundarbans mediocre rooms with bad lighting,2
sundarbans,nature,Sundarbans memorable stay with excellent food amazing experience wonderful staff best trip ever highly recommend,5
sundarbans,nature,Sundarbans mediocre rooms with bad lighting expected better from the pictures horrible smell and broken air conditioning,1
sundarbans,nature,Sundarbans small room and unhelpful staff horrible smell and broken air conditioning expected better from the pictures,1
sundarbans,nature,Sundarbans comfortable stay would return amazing experience wonderful staff fine but nothing to remember,4
sundarbans,nature,Sundarbans staff ignored our complaints below average food and slow wifi not worth the price,1
sundarbans,nature,Sundarbans good service and clean room,4
sundarbans,nature,Sundarbans great breakfast and friendly staff,4
sundarbans,nature,Sundarbans best trip ever highly recommend,5
sundarbans,nature,Sundarbans nice food and helpful staff,4
sundarbans,nature,Sundarbans outstanding service and perfect location amazing experience wonderful staff,5
sundarbans,nature,Sundarbans okay place for one night not worth the price average stay nothing special,3
sundarbans,nature,Sundarbans memorable stay with excellent food,5
sundarbans,nature,Sundarbans best trip ever highly recommend,5
sundarbans,nature,Sundarbans reasonable value for a short trip pleasant view and good wifi,4
sundarbans,nature,Sundarbans mediocre rooms with bad lighting small room and unhelpful staff,2
sundarbans,nature,Sundarbans amazing experience wonderful staff outstanding service and perfect location good service and clean room,5
sundarbans,nature,Sundarbans great breakfast and friendly staff pleasant view and good wifi average stay nothing special,4
sundarbans,nature,Sundarbans memorable stay with excellent food spotless room with great view,5
sundarbans,nature,Sundarbans okay place for one night good service and clean room amazing experience wonderful staff,4
sundarbans,nature,Sundarbans reasonable value for a short trip okay place for one night,3
sundarbans,nature,Sundarbans pleasant view and good wifi,4
sundarbans,nature,Sundarbans pleasant view and good wifi,4
sundarbans,nature,Sundarbans below average food and slow wifi decent location but small rooms,3
sundarbans,nature,Sundarbans best trip ever highly recommend,5
sundarbans,nature,Sundarbans memorable stay with excellent food pleasant view and good wifi spotless room with great view,5
sundarbans,nature,Sundarbans rude staff and noisy place staff ignored our complaints,1
sundarbans,nature,Sundarbans worst experience ever,1
sundarbans,nature,Sundarbans mediocre rooms with bad lighting,2
sundarbans,nature,Sundarbans rude staff and noisy place,1
sundarbans,nature,Sundarbans expected better from the pictures,2
sundarbans,nature,Sundarbans reasonable value for a short trip,3
sundarbans,nature,Sundarbans not worth the price okay place for one night small room and unhelpful staff,2
sundarbans,nature,Sundarbans not worth the price okay place for one night mediocre rooms with bad lighting,2
sundarbans,nature,Sundarbans reasonable value for a short trip average stay nothing special,3
sundarbans,nature,Sundarbans great breakfast and friendly staff amazing experience wonderful staff,5
sundarbans,nature,Sundarbans horrible smell and broken air conditioning worst experience ever,1
sundarbans,nature,Sundarbans okay place for one night nice food and helpful staff not worth the price,3
sundarbans,nature,Sundarbans mediocre rooms with bad lighting horrible smell and broken air conditioning,2
sundarbans,nature,Sundarbans outstanding service and perfect location outstanding service and perfect location,5
sundarbans,nature,Sundarbans best trip ever highly recommend amazing experience wonderful staff,5
sundarbans,nature,Sundarbans terrible service and dirty room below average food and slow wifi,1
sundarbans,nature,Sundarbans good service and clean room,4
sundarbans,nature,Sundarbans outstanding service and perfect location great breakfast and friendly staff memorable stay with excellent food,5
sundarbans,nature,Sundarbans great breakfast and friendly staff below average food and slow wifi fine but nothing to remember,3
sundarbans,nature,Sundarbans outstanding service and perfect location spotless room with great view best trip ever highly recommend,5
sundarbans,nature,Sundarbans reasonable value for a short trip okay place for one night,3
sundarbans,nature,Sundarbans below average food and slow wifi,2
sundarbans,nature,Sundarbans amazing experience wonderful staff great breakfast and friendly staff,5
sundarbans,nature,Sundarbans horrible smell and broken air conditioning staff ignored our complaints worst experience ever,1
sundarbans,nature,Sundarbans comfortable stay would return,4
sundarbans,nature,Sundarbans pleasant view and good wifi fine but nothing to remember reasonable value for a short trip,3
sundarbans,nature,Sundarbans average stay nothing special small room and unhelpful staff,3
sundarbans,nature,Sundarbans average stay nothing special pleasant view and good wifi fine but nothing to remember,4
sundarbans,nature,Sundarbans horrible smell and broken air conditioning staff ignored our complaints,1
sundarbans,nature,Sundarbans horrible smell and broken air conditioning mediocre rooms with bad lighting worst experience ever,1
sundarbans,nature,Sundarbans small room and unhelpful staff reasonable value for a short trip staff ignored our complaints,2
sundarbans,nature,Sundarbans memorable stay with excellent food best trip ever highly recommend,5
sundarbans,nature,Sundarbans small room and unhelpful staff terrible service and dirty room,1
sylhet,nature,Sylhet amazing experience wonderful staff great breakfast and friendly staff,5
sylhet,nature,Sylhet comfortable stay would return good service and clean room fine but nothing to remember,4
sylhet,nature,Sylhet pleasant view and good wifi best trip ever highly recommend best trip ever highly recommend,5
sylhet,nature,Sylhet great breakfast and friendly staff amazing experience wonderful staff,5
sylhet,nature,Sylhet small room and unhelpful staff,2
sylhet,nature,Sylhet staff ignored our complaints expected better from the pictures small room and unhelpful staff,1
sylhet,nature,Sylhet comfortable stay would return,4
sylhet,nature,Sylhet terrible service and dirty room expected better from the pictures horrible smell and broken air conditioning,2
sylhet,nature,Sylhet great breakfast and friendly staff spotless room with great view comfortable stay would return,5
sylhet,nature,Sylhet okay place for one night good service and clean room fine but nothing to remember,4
sylhet,nature,Sylhet fine but nothing to remember comfortable stay would return mediocre rooms with bad lighting,3
sylhet,nature,Sylhet memorable stay with excellent food good service and clean room best trip ever highly recommend,5
sylhet,nature,Sylhet outstanding service and perfect location comfortable stay would return,4
sylhet,nature,Sylhet rude staff and noisy place staff ignored our complaints staff ignored our complaints,1
sylhet,nature,Sylhet small room and unhelpful staff,2
sylhet,nature,Sylhet rude staff and noisy place,1
sylhet,nature,Sylhet best trip ever highly recommend,5
sylhet,nature,Sylhet memorable stay with excellent food amazing experience wonderful staff,5
sylhet,nature,Sylhet nice food and helpful staff great breakfast and friendly staff,4
sylhet,nature,Sylhet outstanding service and perfect location,5
sylhet,nature,Sylhet great breakfast and friendly staff comfortable stay would return memorable stay with excellent food,5
sylhet,nature,Sylhet decent location but small rooms below average food and slow wifi,3
sylhet,nature,Sylhet outstanding service and perfect location spotless room with great view,5
sylhet,nature,Sylhet fine but nothing to remember good service and clean room,3
sylhet,nature,Sylhet decent location but small rooms good service and clean room reasonable value for a short trip,3
sylhet,nature,Sylhet fine but nothing to remember,3
sylhet,nature,Sylhet staff ignored our complaints not worth the price,1
sylhet,nature,Sylhet average stay nothing special not worth the price fine but nothing to remember,2
sylhet,nature,Sylhet not worth the price reasonable value for a short trip,3
sylhet,nature,Sylhet okay place for one night good service and clean room,3
sylhet,nature,Sylhet nice food and helpful staff spotless room with great view,5
sylhet,nature,Sylhet memorable stay with excellent food great breakfast and friendly staff reasonable value for a short trip,4
sylhet,nature,Sylhet small room and unhelpful staff decent location but small rooms not worth the price,3
sylhet,nature,Sylhet outstanding service and perfect location good service and clean room,5
sylhet,nature,Sylhet amazing experience wonderful staff nice food and helpful staff,5
sylhet,nature,Sylhet mediocre rooms with bad lighting,2
sylhet,nature,Sylhet best trip ever highly recommend,5
sylhet,nature,Sylhet amazing experience wonderful staff great breakfast and friendly staff,5
sylhet,nature,Sylhet reasonable value for a short trip,3
sylhet,nature,Sylhet horrible smell and broken air conditioning terrible service and dirty room small room and unhelpful staff,1
sylhet,nature,Sylhet amazing experience wonderful staff,5
sylhet,nature,Sylhet terrible service and dirty room,1
sylhet,nature,Sylhet worst experience ever terrible service and dirty room,1
sylhet,nature,Sylhet reasonable value for a short trip,3
sylhet,nature,Sylhet great breakfast and friendly staff average stay nothing special,3
sylhet,nature,Sylhet spotless room with great view,5
sylhet,nature,Sylhet staff ignored our complaints,1
sylhet,nature,Sylhet best trip ever highly recommend memorable stay with excellent food,5
sylhet,nature,Sylhet amazing experience wonderful staff,5
sylhet,nature,Sylhet average stay nothing special expected better from the pictures rude staff and noisy place,2
sylhet,nature,Sylhet reasonable value for a short trip,3
sylhet,nature,Sylhet rude staff and noisy place below average food and slow wifi,2
sylhet,nature,Sylhet reasonable value for a short trip reasonable value for a short trip,3
sylhet,nature,Sylhet nice food and helpful staff memorable stay with excellent food,5
sylhet,nature,Sylhet fine but nothing to remember small room and unhelpful staff nice food and helpful staff,3
sylhet,nature,Sylhet horrible smell and broken air conditioning,1
sylhet,nature,Sylhet decent location but small rooms small room and unhelpful staff,2
sylhet,nature,Sylhet amazing experience wonderful staff memorable stay with excellent food memorable stay with excellent food,5
sylhet,nature,Sylhet rude staff and noisy place terrible service and dirty room staff ignored our complaints,1
sylhet,nature,Sylhet expected better from the pictures reasonable value for a short trip great breakfast and friendly staff,3
sylhet,nature,Sylhet below average food and slow wifi small room and unhelpful staff,2
sylhet,nature,Sylhet amazing experience wonderful staff,5
sylhet,nature,Sylhet great breakfast and friendly staff decent location but small rooms mediocre rooms with bad lighting,3
sylhet,nature,Sylhet memorable stay with excellent food,5
sylhet,nature,Sylhet reasonable value for a short trip rude staff and noisy place expected better from the pictures,2
sylhet,nature,Sylhet nice food and helpful staff,4
sylhet,nature,Sylhet mediocre rooms with bad lighting mediocre rooms with bad lighting,2
sylhet,nature,Sylhet rude staff and noisy place horrible smell and broken air conditioning,1
sylhet,nature,Sylhet small room and unhelpful staff rude staff and noisy place staff ignored our complaints,2
sylhet,nature,Sylhet outstanding service and perfect location great breakfast and friendly staff outstanding service and perfect location,5
sylhet,nature,Sylhet terrible service and dirty room,1
sylhet,nature,Sylhet small room and unhelpful staff rude staff and noisy place,1
sylhet,nature,Sylhet worst experience ever,1
sylhet,nature,Sylhet small room and unhelpful staff mediocre rooms with bad lighting fine but nothing to remember,2
sylhet,nature,Sylhet small room and unhelpful staff terrible service and dirty room,1
sylhet,nature,Sylhet expected better from the pictures mediocre rooms with bad lighting small room and unhelpful staff,2
sylhet,nature,Sylhet fine but nothing to remember,3
sylhet,nature,Sylhet expected better from the pictures horrible smell and broken air conditioning,1
sylhet,nature,Sylhet nice food and helpful staff pleasant view and good wifi,4
sylhet,nature,Sylhet okay place for one night expected better from the pictures,3
sylhet,nature,Sylhet horrible smell and broken air conditioning,1
sylhet,nature,Sylhet great breakfast and friendly staff amazing experience wonderful staff,4
sylhet,nature,Sylhet amazing experience wonderful staff great breakfast and friendly staff outstanding service and perfect location,4
sylhet,nature,Sylhet okay place for one night decent location but small rooms below average food and slow wifi,3
sylhet,nature,Sylhet expected better from the pictures decent location but small rooms average stay nothing special,3
sylhet,nature,Sylhet mediocre rooms with bad lighting small room and unhelpful staff,2
sylhet,nature,Sylhet outstanding service and perfect location nice food and helpful staff great breakfast and friendly staff,4
sylhet,nature,Sylhet terrible service and dirty room mediocre rooms with bad lighting horrible smell and broken air conditioning,1
sylhet,nature,Sylhet below average food and slow wifi,2
sylhet,nature,Sylhet average stay nothing special below average food and slow wifi,2
sylhet,nature,Sylhet outstanding service and perfect location,5
sylhet,nature,Sylhet mediocre rooms with bad lighting horrible smell and broken air conditioning,1
sylhet,nature,Sylhet spotless room with great view memorable stay with excellent food,5
sylhet,nature,Sylhet spotless room with great view amazing experience wonderful staff,5
sylhet,nature,Sylhet expected better from the pictures terrible service and dirty room,2
sylhet,nature,Sylhet outstanding service and perfect location memorable stay with excellent food best trip ever highly recommend,5
sylhet,nature,Sylhet reasonable value for a short trip expected better from the pictures,3
sylhet,nature,Sylhet outstanding service and perfect location great breakfast and friendly staff,4
sylhet,nature,Sylhet comfortable stay would return,4
sylhet,nature,Sylhet okay place for one night great breakfast and friendly staff below average food and slow wifi,3
