days,travellers,daily_budget,distance_km,month,interests,category,season,total_spend
2,3,5478,43.5,7,heritage wildlife lake,beach,monsoon,33390.0
10,2,4358,307.5,11,sunset heritage lake,heritage,autumn,89620.0
8,6,2747,399.7,4,adventure beach shopping,city,summer,141448.8
8,1,4564,331.1,11,lake sunset beach,heritage,autumn,37836.4
11,2,3476,157.9,11,food tea shopping,nature,autumn,77735.2
8,6,5201,500.5,3,heritage tea shopping,city,summer,261660.0
9,5,1128,582.7,7,food lake,heritage,monsoon,62414.0
2,1,2169,286.3,9,tea lake,city,monsoon,5483.2
12,5,6465,388.8,6,beach,beach,monsoon,395676.0
7,6,3541,478.4,9,wildlife,heritage,monsoon,160203.59999999998
3,1,3917,160.1,11,sunset,nature,autumn,12391.4
12,3,4716,521.4,8,adventure hills lake,city,monsoon,176032.8
11,3,3955,182.5,11,heritage,city,autumn,132705.0
1,1,6262,470.0,10,hills sunset adventure,city,autumn,8142.0
3,2,2566,85.0,10,lake,mountain,autumn,16076.0
1,2,6260,187.3,11,shopping sunset food,nature,autumn,14018.4
4,2,2307,329.5,3,heritage,beach,summer,21092.0
2,3,3468,324.5,1,shopping beach,city,winter,24702.0
10,3,5032,513.3,2,food adventure hills,mountain,winter,157119.59999999998
8,2,7179,597.8,3,sunset food beach,heritage,summer,119646.4
14,2,2474,82.2,9,beach sunset food,nature,monsoon,69929.6
11,2,5029,177.4,7,lake,city,monsoon,112057.2
9,5,1262,227.4,6,sunset,city,monsoon,61338.0
8,2,1343,297.8,1,shopping,heritage,winter,23870.4
1,6,6326,306.5,9,wildlife,heritage,monsoon,45312.0
1,4,5976,516.6,5,shopping sunset,beach,monsoon,32169.6
9,5,3510,466.9,10,tea lake,city,autumn,167288.0
1,4,5285,30.9,2,heritage sunset,beach,winter,21634.4
1,2,3537,283.9,4,lake hills food,nature,summer,9345.2
4,4,2796,378.5,1,sunset,mountain,winter,50792.0
13,2,3905,287.0,4,lake beach food,mountain,summer,103826.0
7,1,3045,95.8,12,heritage sunset,city,autumn,21698.2
10,2,6668,250.5,6,sunset,mountain,monsoon,135364.0
6,2,3764,258.8,6,heritage,nature,monsoon,47238.4
3,1,3110,128.9,4,tea,mountain,summer,9845.6
6,1,4660,458.7,4,sunset wildlife,city,summer,29794.8
2,6,6257,206.4,9,sunset tea beach,heritage,monsoon,80037.6
11,4,2770,361.6,12,hills,nature,autumn,127665.6
3,3,7564,319.1,9,shopping lake tea,beach,monsoon,71905.20000000001
6,6,4137,528.9,9,beach,beach,monsoon,161625.59999999998
14,2,5558,90.8,6,beach tea,mountain,monsoon,156350.4
9,3,7692,86.3,2,shopping sunset,nature,winter,208719.59999999998
7,6,3908,194.2,9,beach wildlife,city,monsoon,168796.8
8,4,2238,270.1,10,lake,beach,autumn,75937.6
11,3,6184,193.2,7,adventure tea,nature,monsoon,206390.40000000002
4,2,847,462.6,2,sunset food,mountain,winter,10476.8
9,1,4096,162.3,9,lake,beach,monsoon,37513.2
13,1,7855,69.2,12,beach,heritage,autumn,102391.8
9,1,3783,260.0,3,adventure lake,heritage,summer,35087.0
7,5,5725,468.6,2,heritage sunset,city,winter,209747.0
3,4,4582,513.3,9,adventure,nature,monsoon,63196.8
4,3,2345,445.3,4,hills,mountain,summer,33483.600000000006
14,5,3087,343.6,9,tea food,city,monsoon,222962.0
8,1,4569,440.0,9,food,mountain,monsoon,38312.0
5,2,1550,415.2,4,wildlife food hills,heritage,summer,18821.6
6,3,3787,155.9,1,wildlife,city,winter,70036.79999999999
9,6,3786,339.4,7,shopping hills food,beach,monsoon,212589.59999999998
8,4,6811,467.0,5,hills wildlife,city,monsoon,225424.0
10,6,1691,203.9,11,adventure shopping,mountain,autumn,106353.59999999999
4,2,6867,399.3,5,heritage tea adventure,nature,monsoon,58130.4
10,6,3755,299.3,3,sunset beach tea,mountain,summer,232483.19999999998
7,1,5489,311.8,11,beach,beach,autumn,39670.2
14,2,4809,72.2,9,tea food,heritage,monsoon,135229.6
3,4,2958,406.4,8,food,nature,monsoon,41998.4
3,1,7501,522.1,12,shopping sunset wildlife,nature,autumn,24591.4
7,6,2416,102.0,10,lake hills,nature,autumn,103920.0
8,6,1060,232.3,11,tea,heritage,autumn,56455.200000000004
10,4,6200,48.2,10,adventure lake heritage,city,autumn,248771.2
6,2,5274,37.2,5,food,nature,monsoon,63585.6
13,1,7211,594.0,1,lake,beach,winter,96119.0
7,4,4095,306.2,8,tea lake,mountain,monsoon,119559.2
2,4,921,226.2,10,heritage,nature,autumn,10987.2
2,5,945,179.4,12,adventure,beach,autumn,13038.0
14,4,3919,588.4,9,shopping lake,mountain,monsoon,228878.4
2,1,2596,166.3,7,food hills,mountain,monsoon,5857.2
14,1,7439,440.9,7,sunset,city,monsoon,105909.6
4,5,1653,184.6,2,shopping lake wildlife,nature,winter,36752.0
2,1,7141,60.9,1,adventure heritage wildlife,city,winter,14525.6
5,6,2360,416.3,1,hills adventure,nature,winter,80791.20000000001
9,1,1659,20.9,11,food,nature,autumn,15014.6
6,5,2776,411.9,10,heritage sunset adventure,city,autumn,91518.0
11,6,1837,165.2,4,lake,heritage,summer,125206.79999999999
9,3,3689,452.7,6,wildlife sunset shopping,mountain,monsoon,105035.40000000001
6,1,3179,466.5,6,shopping sunset,mountain,monsoon,20940.0
9,6,4609,440.0,3,wildlife food,heritage,summer,259446.0
14,2,4666,34.2,6,shopping,beach,monsoon,130921.6
6,4,807,428.2,5,beach,beach,monsoon,26219.2
3,6,1699,594.3,9,adventure,beach,monsoon,44845.2
6,5,1965,160.7,10,heritage,heritage,autumn,62164.0
12,1,2202,179.1,2,food,nature,winter,27140.4
4,5,1473,491.8,6,beach,beach,monsoon,39296.0
14,1,3065,113.0,12,hills shopping,heritage,autumn,43362.0
9,5,4757,403.1,11,shopping food wildlife,heritage,autumn,222127.0
9,4,3024,457.9,10,wildlife beach,heritage,autumn,116190.4
5,2,3169,41.6,9,shopping hills beach,beach,monsoon,32022.8
13,3,4180,341.2,1,heritage tea food,city,winter,167114.40000000002
1,1,4748,354.0,12,wildlife,beach,autumn,6164.0
5,6,3182,196.0,9,hills,nature,monsoon,100164.0
6,2,2397,528.3,11,wildlife,nature,autumn,32990.4
7,2,3747,114.4,11,wildlife shopping,mountain,autumn,53373.2
7,4,974,231.2,4,lake,mountain,summer,30971.2
3,5,4346,512.2,1,beach wildlife lake,beach,winter,75434.0
4,4,7577,130.6,8,hills,nature,monsoon,123321.6
2,4,3665,496.4,6,tea,heritage,monsoon,37262.4
9,4,1579,65.9,1,heritage,mountain,winter,57898.4
5,6,5890,303.8,4,wildlife,nature,summer,183991.2
8,3,1713,63.7,12,shopping beach lake,city,autumn,41876.399999999994
9,5,2194,413.2,5,tea heritage,mountain,monsoon,106994.0
10,5,1855,478.5,4,wildlife heritage hills,mountain,summer,102320.0
8,6,7162,512.9,8,tea hills sunset,beach,monsoon,356085.6
10,6,7865,589.1,8,tea beach,nature,monsoon,486038.39999999997
9,5,4901,409.8,4,sunset lake,mountain,summer,228741.0
10,2,5247,466.1,11,heritage,city,autumn,108668.8
9,5,5447,313.3,7,heritage,mountain,monsoon,251381.0
5,5,5194,549.4,2,wildlife shopping,heritage,winter,140838.0
4,2,4717,393.4,4,shopping wildlife,beach,summer,40883.2
12,5,7904,532.5,11,wildlife adventure,mountain,autumn,484890.0
5,2,6078,156.6,2,adventure,beach,winter,62032.8
8,4,1436,308.1,1,lake,nature,winter,50881.6
3,5,3621,443.3,8,shopping adventure,beach,monsoon,63181.0
7,2,7816,137.6,6,shopping heritage,beach,monsoon,110524.8
8,3,3706,142.6,4,hills heritage,nature,summer,90655.20000000001
9,5,2268,587.3,6,food heritage tea,nature,monsoon,113806.0
8,3,7053,272.1,3,hills,mountain,summer,172537.2
6,6,5286,125.5,5,tea food,nature,monsoon,193308.0
14,1,4850,212.2,3,tea,nature,summer,68748.8
8,5,3824,250.5,8,wildlife hills heritage,heritage,monsoon,157970.0
12,5,1695,381.4,9,tea lake wildlife,nature,monsoon,109328.0
11,6,3564,555.3,11,sunset shopping lake,city,autumn,248551.19999999998
8,1,3949,592.2,1,tea,mountain,winter,33960.8
13,6,7504,398.0,4,adventure,beach,summer,594864.0
2,3,3012,426.0,4,lake,nature,summer,23184.0
13,3,1874,206.7,7,hills wildlife shopping,beach,monsoon,75566.4
12,3,3878,517.2,7,beach,heritage,monsoon,145814.40000000002
8,4,7978,146.3,11,food sunset lake,mountain,autumn,257636.8
11,4,4271,81.7,12,adventure,mountain,autumn,189231.2
8,3,3529,584.5,10,sunset hills lake,nature,autumn,91710.0
4,1,5601,521.2,3,wildlife,beach,summer,24488.8
12,6,5471,196.1,1,shopping,mountain,winter,398618.39999999997
4,2,2954,411.6,11,beach lake,city,autumn,26924.8
5,1,7768,290.9,12,adventure beach lake,heritage,autumn,40003.6
8,4,5069,207.4,4,wildlife,nature,summer,165526.4
12,3,1214,186.3,1,beach food adventure,nature,winter,45939.600000000006
6,4,3734,98.9,9,shopping hills adventure,nature,monsoon,91198.4
7,6,7444,338.6,8,wildlife tea,city,monsoon,320774.4
1,1,3632,279.0,11,adventure,city,autumn,4748.0
2,2,4888,317.1,7,beach sunset,nature,monsoon,22088.8
1,4,5210,144.9,10,food wildlife beach,city,autumn,23158.4
2,5,5871,564.4,10,food tea hills,beach,autumn,69998.0
13,4,7080,390.4,1,shopping wildlife tea,mountain,winter,374406.4
12,3,1874,541.8,2,tea,mountain,winter,73965.6
12,4,4520,83.4,10,wildlife,heritage,autumn,218294.4
1,6,4640,381.3,3,shopping sunset,heritage,summer,36991.2
2,3,1897,512.7,3,sunset,nature,summer,17534.4
4,6,5649,211.9,10,tea,mountain,autumn,140661.59999999998
8,5,1650,133.2,3,heritage tea,nature,summer,68664.0
5,2,4084,173.7,2,wildlife,mountain,winter,42229.6
7,2,3177,178.3,1,wildlife heritage,nature,winter,45904.4
3,5,1915,279.4,6,hills adventure,mountain,monsoon,34313.0
11,2,6720,209.1,8,sunset,city,monsoon,149512.8
5,3,2557,177.3,9,hills lake,heritage,monsoon,40482.600000000006
1,2,2637,396.1,11,heritage,beach,autumn,8442.8
11,4,6951,50.8,8,lake heritage shopping,city,monsoon,306656.8
13,2,7117,217.4,10,beach,heritage,autumn,186781.2
1,4,1048,420.1,3,lake sunset shopping,mountain,summer,10913.6
7,6,2800,122.0,5,heritage beach lake,nature,monsoon,120528.0
12,5,5903,148.1,4,beach,beach,summer,357142.0
10,6,6402,136.4,1,tea lake,beach,winter,387393.6
12,1,7995,20.5,12,sunset tea,nature,autumn,96022.0
6,3,4793,294.8,3,beach heritage,heritage,summer,89811.6
6,2,853,42.6,6,heritage,mountain,monsoon,10576.8
10,6,7090,178.3,5,hills,mountain,monsoon,429679.19999999995
3,5,1959,597.0,1,adventure beach,city,winter,41325.0
4,2,1669,552.7,11,hills wildlife beach,city,autumn,17773.6
9,4,5653,144.7,3,sunset,nature,summer,205823.2
10,4,5147,199.8,2,beach lake food,beach,winter,209076.8
2,3,1231,288.9,5,adventure wildlife,heritage,monsoon,10852.8
8,3,2018,509.8,2,shopping adventure hills,heritage,winter,54549.600000000006
6,1,5046,485.5,12,adventure,city,autumn,32218.0
8,3,2638,93.2,3,tea beach lake,city,summer,64430.399999999994
14,3,5724,92.2,4,adventure beach,heritage,summer,241514.40000000002
2,5,3764,261.7,4,adventure food,beach,summer,42874.0
14,6,5034,524.7,1,wildlife lake,mountain,winter,435448.80000000005
7,5,4219,531.6,1,shopping food hills,heritage,winter,158297.0
11,1,3429,82.3,7,hills shopping heritage,heritage,monsoon,38048.2
6,6,3265,353.1,3,sunset adventure,nature,summer,126014.40000000001
5,3,5820,110.3,2,beach hills shopping,nature,winter,88623.6
11,3,4503,418.0,4,tea,heritage,summer,153615.0
10,6,5078,551.5,4,hills wildlife,nature,summer,317916.0
3,6,4956,283.8,6,wildlife food shopping,beach,monsoon,96019.20000000001
10,1,2294,68.2,12,beach heritage lake,city,autumn,23212.8
11,3,7375,356.0,4,shopping,mountain,summer,247647.0
6,5,4854,256.9,9,lake beach,mountain,monsoon,150758.0
13,4,5970,490.3,10,shopping,beach,autumn,318284.8
9,2,7149,217.4,1,food hills,nature,winter,130421.2
5,4,7457,527.4,7,wildlife sunset,city,monsoon,157578.4
1,6,5601,178.7,6,food,beach,monsoon,37894.8
10,2,6467,111.4,7,hills tea,mountain,monsoon,130231.2
3,5,4196,197.8,3,sunset beach food,beach,summer,66896.0
11,5,6112,40.3,6,beach lake food,beach,monsoon,336966.0
8,6,3115,183.1,2,sunset,heritage,winter,153914.40000000002
7,2,5924,402.9,12,beach shopping food,mountain,autumn,86159.2
3,2,1418,102.5,8,shopping heritage,heritage,monsoon,9328.0
10,4,7382,84.6,1,tea shopping food,nature,winter,296633.6
3,4,2561,96.8,7,adventure shopping beach,heritage,monsoon,32280.8
6,3,5527,65.0,12,shopping tea beach,beach,autumn,100266.0
12,5,880,527.3,9,shopping,mountain,monsoon,63346.0
13,5,1921,567.6,4,heritage beach,nature,summer,136217.0
14,2,7903,47.0,11,tea,beach,autumn,221660.0
14,5,6800,460.8,3,shopping heritage,nature,summer,485216.0
8,2,2401,447.5,3,adventure beach shopping,nature,summer,41996.0
3,3,1742,598.2,2,shopping sunset beach,nature,winter,22856.4
12,1,6667,221.8,12,sunset food,nature,autumn,80891.2
12,3,7929,185.6,9,beach sunset,heritage,monsoon,287671.19999999995
14,6,2014,282.8,7,wildlife,heritage,monsoon,175963.2
10,3,5580,516.8,9,hills,beach,monsoon,173601.59999999998
2,5,2841,442.6,4,sunset wildlife heritage,heritage,summer,37262.0
8,1,6159,293.5,1,beach sunset,city,winter,50446.0
7,4,3811,161.8,11,heritage sunset adventure,city,autumn,109296.8
12,3,1702,441.7,12,tea,mountain,autumn,66572.4
6,5,3135,515.6,1,beach shopping wildlife,heritage,winter,104362.0
5,6,4678,252.0,1,food,city,winter,146388.0
2,4,6548,407.8,7,tea,mountain,monsoon,58908.8
12,1,951,252.1,1,adventure,city,winter,12420.4
11,3,7695,297.5,9,shopping,heritage,monsoon,257505.0
1,1,5477,324.4,12,food sunset,heritage,autumn,6774.6
7,3,7102,469.9,4,adventure,heritage,summer,154780.8
7,1,7496,587.0,4,food shopping hills,heritage,summer,54820.0
7,4,1905,277.7,11,shopping heritage,city,autumn,57783.2
13,2,1474,218.5,5,tea food shopping,city,monsoon,40072.0
3,2,6392,236.7,3,hills wildlife adventure,nature,summer,40245.6
5,1,2152,97.7,2,adventure wildlife,nature,winter,11150.8
3,6,1865,192.2,11,tea,heritage,autumn,38182.8
4,6,4173,70.1,12,sunset heritage,city,autumn,101834.40000000001
13,5,7376,268.2,1,heritage lake adventure,mountain,winter,484804.0
14,1,6528,117.1,10,heritage lake,mountain,autumn,91860.4
1,3,4528,220.9,2,beach,heritage,winter,16234.800000000001
9,6,2214,480.3,2,beach wildlife,city,winter,131083.2
4,4,3221,162.6,5,hills tea,city,monsoon,54137.6
3,1,5757,374.9,6,heritage hills shopping,beach,monsoon,18770.6
5,1,1930,542.7,11,shopping,city,autumn,11820.8
3,2,4575,348.8,9,tea adventure,heritage,monsoon,30240.4
7,6,885,132.4,2,food hills shopping,beach,winter,40347.600000000006
14,2,3140,220.0,8,hills shopping food,beach,monsoon,89680.0
9,6,2585,362.4,11,shopping tea,mountain,autumn,148287.59999999998
11,5,5703,313.8,8,hills lake,city,monsoon,319941.0
7,6,7380,106.2,3,lake,heritage,summer,312508.80000000005
1,5,1854,279.1,2,wildlife shopping,nature,winter,14852.0
2,2,6540,335.0,6,wildlife shopping,heritage,monsoon,28840.0
4,5,5522,175.1,6,food,nature,monsoon,113942.0
4,2,7782,375.2,5,lake heritage tea,city,monsoon,65257.6
12,2,7362,60.7,2,lake,beach,winter,177173.6
12,2,1525,215.2,2,tea,mountain,winter,38321.6
12,1,6151,486.5,7,adventure heritage,mountain,monsoon,75758.0
9,1,5063,170.4,12,food,city,autumn,46248.6
8,2,1614,371.0,8,hills,nature,monsoon,28792.0
10,1,2651,257.8,6,beach hills,heritage,monsoon,27541.2
6,3,7473,203.5,12,heritage lake wildlife,city,autumn,136956.0
10,1,4709,551.4,9,hills beach,beach,monsoon,49295.6
12,1,3236,219.1,9,hills,city,monsoon,39708.4
11,6,3107,157.3,7,tea sunset,beach,monsoon,208837.19999999998
9,1,6832,547.4,10,hills adventure shopping,heritage,autumn,63677.6
1,1,2840,452.6,7,tea food,heritage,monsoon,4650.4
11,1,1944,415.4,8,hills beach lake,city,monsoon,23045.6
6,1,4931,48.7,8,tea sunset lake,beach,monsoon,29780.8
11,4,7946,96.1,10,shopping food wildlife,city,autumn,351161.6
8,5,2119,390.2,11,adventure heritage wildlife,heritage,autumn,92564.0
13,5,2638,141.5,4,shopping,beach,summer,174300.0
5,4,4177,150.9,9,lake shopping,nature,monsoon,85954.4
14,1,2238,471.9,1,lake beach food,city,winter,33219.6
12,5,5485,185.8,7,adventure wildlife food,nature,monsoon,332816.0
5,1,2626,61.5,11,sunset,mountain,autumn,13376.0
7,4,1722,41.1,8,shopping food,mountain,monsoon,48873.6
8,3,2681,277.0,4,hills,nature,summer,67668.0
11,6,7500,377.9,8,beach food hills,city,monsoon,504069.60000000003
10,2,7531,524.0,5,hills heritage,heritage,monsoon,154812.0
12,4,4441,84.3,6,sunset shopping food,heritage,monsoon,214516.8
6,3,3683,134.1,3,heritage shopping adventure,heritage,summer,67903.20000000001
8,4,6700,327.3,8,heritage adventure hills,heritage,monsoon,219636.8
7,6,2198,231.2,3,food,nature,summer,97864.79999999999
13,5,5508,299.9,6,heritage,heritage,monsoon,364018.0
5,3,5696,556.0,12,tea,mountain,autumn,92112.0
9,3,5912,336.0,10,sunset,nature,autumn,163656.0
2,5,2369,260.8,5,hills food,mountain,monsoon,28906.0
12,3,5956,593.9,12,wildlife lake adventure,city,autumn,221542.80000000002
6,2,5206,57.8,1,hills adventure lake,heritage,winter,62934.4
5,3,7100,560.6,12,adventure beach food,nature,autumn,113227.20000000001
9,1,2055,311.0,5,beach food heritage,nature,monsoon,19739.0
7,2,5217,312.2,10,hills adventure,nature,autumn,75535.6
12,3,6773,554.7,12,heritage beach,heritage,autumn,250484.40000000002
8,5,2803,314.2,8,wildlife sunset,mountain,monsoon,118404.0
8,5,6155,274.3,8,lake,city,monsoon,251686.0
2,2,1516,178.0,9,heritage sunset tea,mountain,monsoon,7488.0
1,3,5970,402.1,3,adventure,beach,summer,22735.199999999997
6,1,5165,350.4,3,beach,heritage,summer,32391.6
14,5,2186,144.3,5,lake,heritage,monsoon,155906.0
13,2,1277,431.5,6,adventure heritage tea,mountain,monsoon,36654.0
9,5,6167,393.6,9,food,heritage,monsoon,285387.0
9,6,2537,250.5,4,tea,heritage,summer,143010.0
6,5,4381,22.6,7,shopping,heritage,monsoon,131882.0
3,2,1237,279.0,1,lake food wildlife,city,winter,9654.0
1,6,7737,23.5,1,hills tea adventure,city,winter,46986.0
5,5,4751,63.5,12,hills,nature,autumn,120045.0
5,4,7507,269.8,11,beach hills,mountain,autumn,154456.8
3,6,1954,67.5,11,shopping sunset tea,beach,autumn,36792.0
4,6,2281,179.9,4,shopping lake,nature,summer,59061.600000000006
1,1,5194,400.2,7,hills,heritage,monsoon,6794.8
9,6,5152,199.0,9,beach heritage,heritage,monsoon,282984.0
13,5,6494,598.6,4,lake food sunset,beach,summer,434082.0
10,2,7482,551.5,9,beach tea shopping,heritage,monsoon,154052.0
7,2,6717,359.5,9,hills beach,heritage,monsoon,96914.0
6,5,1809,580.8,5,wildlife tea,heritage,monsoon,65886.0
5,2,3028,523.5,6,food beach sunset,nature,monsoon,34468.0
2,3,7379,205.0,4,shopping,beach,summer,46734.0
9,5,4752,454.8,10,shopping hills,nature,autumn,222936.0
8,4,7042,99.4,12,adventure,heritage,autumn,226934.4
1,6,4853,417.0,12,beach,nature,autumn,39126.0
6,1,1158,304.8,10,hills heritage sunset,nature,autumn,8167.2
4,2,4204,29.8,5,beach adventure,nature,monsoon,33870.4
3,6,6737,179.1,10,food,nature,autumn,125564.40000000001
10,4,5516,574.1,3,shopping sunset hills,mountain,summer,229825.6
8,2,1756,203.2,11,beach hills,heritage,autumn,29721.6
9,2,2312,125.2,4,shopping,mountain,summer,42617.6
10,3,6951,128.8,5,hills heritage wildlife,nature,monsoon,210075.59999999998
14,4,7850,297.9,2,tea adventure shopping,nature,winter,444366.4
12,2,6220,508.7,1,food,heritage,winter,153349.6
9,4,1506,459.6,5,tea hills shopping,city,monsoon,61569.6
13,3,5258,273.4,7,hills lake food,heritage,monsoon,208342.80000000002
7,4,6770,141.1,1,food,beach,winter,191817.6
14,1,5409,46.7,11,tea sunset,heritage,autumn,75912.8
11,4,5077,288.3,2,sunset tea,mountain,winter,228000.8
10,6,4164,492.6,12,wildlife tea food,beach,autumn,261662.40000000002
13,1,2562,443.2,4,heritage,beach,summer,35078.8
8,2,2821,257.0,5,beach,city,monsoon,47192.0
11,5,6168,364.9,2,beach hills food,nature,winter,346538.0
4,4,1302,273.0,10,hills,mountain,autumn,25200.0
14,5,1408,355.8,9,food wildlife lake,beach,monsoon,105676.0
9,4,3655,320.2,1,hills shopping adventure,heritage,winter,136703.2
11,5,6375,415.0,2,wildlife,heritage,winter,358925.0
7,4,5530,314.5,8,lake,mountain,monsoon,159872.0
13,1,5047,565.6,11,food lake,beach,autumn,67873.4
2,5,4645,268.3,2,shopping adventure tea,mountain,winter,51816.0
2,3,1597,29.2,3,shopping,heritage,summer,9932.400000000001
8,1,3188,157.1,7,beach,beach,monsoon,26132.4
11,3,1372,310.4,2,heritage sunset shopping,mountain,winter,49000.8
12,3,6258,333.5,4,adventure lake tea,beach,summer,229290.0
7,1,6206,340.4,1,adventure sunset hills,nature,winter,44803.6
10,6,2658,434.4,6,lake heritage wildlife,beach,monsoon,169905.59999999998
8,2,2909,179.3,9,tea,beach,monsoon,47978.4
14,2,3085,405.6,5,heritage,beach,monsoon,89624.8
10,3,7202,428.3,4,sunset,heritage,summer,221199.59999999998
6,5,4317,258.5,6,shopping hills tea,nature,monsoon,134680.0
14,5,6286,253.3,7,sunset,city,monsoon,445086.0
2,5,4031,123.8,2,beach adventure,mountain,winter,42786.0
14,2,5826,260.1,2,beach adventure,mountain,winter,165208.8
3,6,4603,476.4,3,shopping wildlife,mountain,summer,94287.6
5,5,2805,547.2,12,food shopping,city,autumn,81069.0
12,3,7109,364.3,9,food adventure,nature,monsoon,260295.59999999998
11,4,5904,193.6,2,food tea lake,mountain,winter,262873.6
14,1,6339,415.7,4,sunset lake,heritage,summer,90408.8
11,5,7626,449.3,5,tea lake,nature,monsoon,428416.0
9,6,2591,212.7,3,sunset food,beach,summer,145018.8
5,3,1459,499.4,11,heritage,heritage,autumn,27877.800000000003
1,4,4992,62.7,12,beach hills,beach,autumn,20971.2
2,3,3148,26.2,3,adventure,beach,summer,19202.4
5,1,3937,91.3,1,hills wildlife,heritage,winter,20050.2
1,4,2489,110.5,4,tea food,nature,summer,11724.0
8,5,3668,529.8,7,tea adventure sunset,mountain,monsoon,157316.0
11,6,3631,266.5,10,beach heritage sunset,beach,autumn,246042.0
14,6,3324,179.5,5,lake beach,nature,monsoon,283524.0
7,3,6144,268.9,4,heritage,heritage,summer,132250.8
13,6,5067,249.0,3,hills,mountain,summer,401202.0
14,4,4214,194.8,1,lake shopping,nature,winter,239100.8
13,4,1611,100.0,1,wildlife heritage lake,mountain,winter,85372.0
7,4,4909,400.4,6,heritage,city,monsoon,143858.4
5,6,2060,99.2,8,hills,heritage,monsoon,64180.799999999996
14,5,3061,469.7,1,tea,mountain,winter,223664.0
4,1,3787,137.0,3,shopping beach,nature,summer,15696.0
6,1,1817,444.2,11,lake,city,autumn,12678.8
2,3,3604,487.2,12,tea,mountain,autumn,27470.399999999998
12,4,2721,92.7,8,wildlife tea,beach,monsoon,132091.2
10,5,6918,70.3,7,shopping food,mountain,monsoon,347306.0
2,3,6989,570.8,7,shopping lake wildlife,heritage,monsoon,48783.600000000006
4,4,832,288.6,5,wildlife beach,city,monsoon,17929.6
8,6,5137,385.5,3,shopping adventure,mountain,summer,255828.0
8,3,5411,33.5,5,tea heritage,beach,monsoon,130266.0
12,3,3521,181.7,9,beach shopping,beach,monsoon,128936.40000000001
4,4,4177,313.1,8,beach,nature,monsoon,71841.6
13,3,6487,534.0,9,adventure,beach,monsoon,259401.0
7,6,3521,177.4,8,beach heritage adventure,beach,monsoon,152139.59999999998
12,6,1264,469.6,1,shopping,heritage,winter,102278.40000000001
4,4,3482,404.1,8,beach tea shopping,city,monsoon,62177.6
1,3,2628,86.9,11,food adventure,mountain,autumn,8926.8
1,4,3555,190.2,8,tea hills wildlife,nature,monsoon,17263.2
6,2,2456,158.0,7,beach hills,nature,monsoon,30736.0
14,3,1879,276.7,3,shopping food,heritage,summer,82238.4
1,2,7894,388.5,10,hills wildlife,city,autumn,18896.0
6,1,1727,271.4,6,shopping,city,monsoon,11447.6
2,1,5883,161.8,4,food,mountain,summer,12413.2
14,4,5966,423.6,6,wildlife hills,city,monsoon,340873.6
10,1,5248,359.0,2,sunset shopping food,beach,winter,53916.0
11,4,7362,321.2,12,shopping,city,autumn,329067.2
10,3,835,341.6,9,sunset adventure wildlife,beach,monsoon,29149.199999999997
10,3,2971,148.7,4,lake,beach,summer,90914.4
11,5,2127,414.7,10,wildlife adventure lake,beach,autumn,125279.0
1,4,4953,244.8,1,heritage food lake,beach,winter,23728.8
13,5,5375,230.8,5,food,nature,monsoon,353991.0
11,5,7264,106.8,8,beach tea shopping,heritage,monsoon,401656.0
11,1,3533,366.2,1,beach lake,heritage,winter,40327.8
6,2,2498,369.5,9,heritage sunset tea,beach,monsoon,32932.0
12,4,7454,217.4,10,tea shopping sunset,mountain,autumn,361270.4
6,6,5645,518.7,8,sunset beach,beach,monsoon,215668.80000000002
1,1,6306,510.4,3,shopping beach,beach,summer,8347.6
13,1,4003,83.3,9,heritage lake,heritage,monsoon,52372.2
4,6,4021,423.1,5,hills,heritage,monsoon,106658.40000000001
2,6,3601,248.4,9,hills tea,mountain,monsoon,49173.600000000006
9,2,6196,599.8,8,sunset food tea,mountain,monsoon,116326.4
4,3,2316,150.5,2,wildlife heritage shopping,city,winter,29598.0
13,4,7822,182.7,2,food,nature,winter,409667.2
7,2,2066,276.4,1,shopping,mountain,winter,31135.2
1,2,4119,175.9,1,food hills,city,winter,9645.2
14,3,3065,421.4,4,hills shopping,beach,summer,133786.8
8,4,5426,298.9,1,sunset tea,mountain,winter,178414.4
4,2,5700,148.1,12,beach,heritage,autumn,46784.8
10,3,7414,313.7,11,hills heritage beach,nature,autumn,226184.40000000002
8,2,6482,535.5,3,hills beach tea,beach,summer,107996.0
1,5,2590,479.6,4,heritage,city,summer,22542.0
11,1,2287,309.3,9,beach,mountain,monsoon,26394.2
6,2,7183,187.3,8,food hills,heritage,monsoon,87694.4
10,2,4312,124.3,7,adventure,mountain,monsoon,87234.4
13,6,1502,529.5,12,tea,heritage,autumn,129864.0
9,6,6739,431.9,8,sunset,city,monsoon,374271.6
10,4,5468,351.9,9,tea shopping,heritage,monsoon,224350.4
4,1,984,530.1,7,heritage,city,monsoon,6056.4
4,5,6436,90.6,7,adventure,nature,monsoon,130532.0
6,3,5173,415.8,4,tea wildlife lake,beach,summer,98103.6
12,6,5225,145.7,7,beach wildlife,nature,monsoon,379696.80000000005
8,3,7027,89.9,12,lake hills,nature,autumn,169726.8
5,6,4367,290.1,5,wildlife food beach,heritage,monsoon,137972.40000000002
11,5,4121,244.7,2,shopping sunset lake,mountain,winter,231549.0
12,2,5244,565.9,8,lake wildlife hills,heritage,monsoon,130383.2
13,5,2224,207.9,10,wildlife adventure heritage,nature,autumn,148718.0
