slug,stars,distance_center_km,month,season,room_type,baseline_daily_cost,price_bdt
sreemangal,5,11.5,11,winter,deluxe,2000,15533
sreemangal,4,11.6,11,winter,deluxe,2000,13410
sreemangal,3,6.0,10,summer,suite,2000,12418
sreemangal,2,10.7,10,autumn,standard,2000,6445
sreemangal,4,9.8,12,autumn,deluxe,2000,12203
sreemangal,4,6.7,6,summer,deluxe,2000,10680
sreemangal,4,6.2,7,winter,suite,2000,16202
sreemangal,4,3.1,5,monsoon,suite,2000,10440
sreemangal,5,0.5,12,autumn,suite,2000,15608
sreemangal,3,4.4,4,autumn,standard,2000,8213
sreemangal,4,6.0,5,summer,suite,2000,12892
sreemangal,4,3.9,9,summer,deluxe,2000,11118
sreemangal,5,2.4,11,winter,standard,2000,8342
sreemangal,5,3.9,9,monsoon,deluxe,2000,8789
sreemangal,4,6.4,5,summer,suite,2000,14133
sreemangal,3,3.8,8,autumn,deluxe,2000,9051
sreemangal,3,10.2,2,autumn,suite,2000,17478
sreemangal,3,1.9,9,winter,standard,2000,6694
sreemangal,5,11.4,10,winter,suite,2000,17727
sreemangal,5,4.0,11,autumn,standard,2000,9305
sreemangal,4,7.7,9,winter,suite,2000,16064
sreemangal,3,6.9,4,summer,standard,2000,7135
sreemangal,4,2.3,3,monsoon,standard,2000,5689
sreemangal,3,2.2,8,autumn,suite,2000,13154
sreemangal,5,11.1,1,summer,suite,2000,17155
sreemangal,5,11.9,1,summer,deluxe,2000,12153
sreemangal,3,11.9,10,winter,deluxe,2000,11891
sreemangal,5,10.2,1,summer,suite,2000,15655
sreemangal,4,7.2,11,autumn,suite,2000,18459
sreemangal,3,3.3,8,monsoon,suite,2000,9847
sreemangal,5,4.7,11,monsoon,suite,2000,11419
sreemangal,2,7.0,8,autumn,suite,2000,13358
sreemangal,4,4.9,10,monsoon,suite,2000,9933
sreemangal,5,9.8,6,monsoon,suite,2000,14156
sreemangal,4,2.2,5,winter,standard,2000,7437
sreemangal,4,11.0,11,summer,standard,2000,7568
sreemangal,2,6.0,2,summer,standard,2000,6315
sreemangal,4,7.2,9,autumn,standard,2000,8309
sreemangal,2,10.5,9,monsoon,deluxe,2000,6467
sreemangal,2,6.9,11,winter,standard,2000,9329
sreemangal,4,2.6,5,autumn,suite,2000,11963
sreemangal,5,0.7,8,winter,deluxe,2000,11712
sreemangal,3,9.9,11,autumn,deluxe,2000,10702
sreemangal,4,7.1,6,summer,deluxe,2000,11000
sreemangal,3,8.5,10,winter,suite,2000,16693
sreemangal,5,11.1,7,monsoon,deluxe,2000,9835
sreemangal,2,11.6,9,summer,suite,2000,11134
sreemangal,5,5.9,1,winter,standard,2000,8848
sreemangal,5,1.5,2,autumn,suite,2000,14389
sreemangal,2,8.5,4,monsoon,deluxe,2000,6881
sreemangal,5,4.8,11,monsoon,suite,2000,10899
sreemangal,3,9.5,11,summer,suite,2000,12723
sreemangal,3,0.5,2,autumn,deluxe,2000,7832
sreemangal,4,8.9,3,monsoon,suite,2000,10368
sreemangal,2,3.8,2,autumn,suite,2000,10760
sreemangal,4,11.5,6,winter,standard,2000,10318
sreemangal,2,4.6,8,summer,suite,2000,11053
sreemangal,5,8.0,1,autumn,deluxe,2000,12296
sreemangal,4,11.3,8,monsoon,deluxe,2000,10560
sreemangal,4,6.0,9,monsoon,deluxe,2000,7749
sreemangal,5,1.0,1,summer,deluxe,2000,8878
sreemangal,3,9.2,9,monsoon,deluxe,2000,8555
sreemangal,3,5.2,12,winter,deluxe,2000,8546
sreemangal,2,9.1,12,summer,standard,2000,5960
sreemangal,3,6.1,10,winter,standard,2000,8077
sreemangal,3,6.1,11,summer,deluxe,2000,8000
sreemangal,3,8.1,12,autumn,deluxe,2000,10803
sreemangal,5,11.9,3,summer,standard,2000,8482
sreemangal,2,7.2,9,winter,suite,2000,14080
sreemangal,4,6.1,10,summer,standard,2000,7844
sreemangal,4,1.1,3,autumn,deluxe,2000,11604
sreemangal,5,4.9,9,summer,suite,2000,14048
sreemangal,2,3.2,3,summer,deluxe,2000,6599
sreemangal,4,8.8,8,summer,suite,2000,14811
sreemangal,5,6.4,4,autumn,standard,2000,10245
sreemangal,2,9.6,12,autumn,standard,2000,7486
sreemangal,5,6.0,9,summer,deluxe,2000,10624
sreemangal,2,1.5,7,monsoon,suite,2000,8128
sreemangal,5,3.1,10,autumn,suite,2000,16999
sreemangal,5,11.5,12,monsoon,deluxe,2000,9761
sreemangal,4,8.1,8,winter,standard,2000,8745
sreemangal,3,5.6,1,summer,deluxe,2000,8020
sreemangal,4,9.3,9,autumn,deluxe,2000,11531
sreemangal,3,5.8,7,winter,standard,2000,7803
sreemangal,3,9.6,11,winter,suite,2000,14978
sreemangal,2,5.1,5,monsoon,deluxe,2000,6137
sreemangal,5,3.6,2,winter,suite,2000,17039
sreemangal,5,5.1,10,winter,suite,2000,16026
sreemangal,2,7.4,12,monsoon,suite,2000,8533
sreemangal,3,1.9,3,summer,deluxe,2000,7709
sreemangal,3,1.8,2,winter,suite,2000,13817
srimangal,4,6.6,8,monsoon,standard,2000,6171
srimangal,3,3.2,12,autumn,deluxe,2000,8388
srimangal,3,11.6,8,winter,deluxe,2000,11496
srimangal,4,11.3,6,summer,standard,2000,7594
srimangal,3,10.2,2,winter,deluxe,2000,11789
srimangal,3,8.8,11,winter,suite,2000,16072
srimangal,5,5.8,11,summer,suite,2000,14815
srimangal,2,0.8,12,summer,deluxe,2000,7083
srimangal,5,9.8,7,summer,deluxe,2000,12121
srimangal,2,5.1,12,monsoon,standard,2000,4857
srimangal,3,5.0,8,monsoon,deluxe,2000,6765
srimangal,3,4.8,9,summer,standard,2000,5985
srimangal,4,5.0,3,monsoon,standard,2000,5760
srimangal,3,3.2,1,autumn,deluxe,2000,8427
srimangal,4,11.0,8,autumn,suite,2000,15405
srimangal,2,8.5,10,summer,standard,2000,6256
srimangal,3,5.7,10,summer,suite,2000,11878
srimangal,4,11.6,11,monsoon,deluxe,2000,8253
srimangal,3,10.4,7,winter,deluxe,2000,12556
srimangal,2,4.2,4,autumn,standard,2000,5608
srimangal,5,2.6,11,monsoon,deluxe,2000,7576
srimangal,4,11.7,8,summer,suite,2000,15688
srimangal,4,11.1,3,monsoon,deluxe,2000,8081
srimangal,2,2.8,8,monsoon,deluxe,2000,5762
srimangal,4,9.5,3,winter,deluxe,2000,12051
srimangal,2,4.0,6,winter,standard,2000,7299
srimangal,5,1.4,7,winter,suite,2000,16178
srimangal,4,10.7,3,summer,standard,2000,7844
srimangal,3,3.4,1,autumn,standard,2000,6958
srimangal,3,10.0,11,autumn,deluxe,2000,12105
srimangal,3,5.3,1,summer,suite,2000,11368
srimangal,3,11.6,8,summer,deluxe,2000,10107
srimangal,5,4.1,1,autumn,deluxe,2000,12577
srimangal,3,2.1,6,monsoon,standard,2000,4611
srimangal,4,9.1,9,autumn,standard,2000,9192
srimangal,4,1.5,5,winter,deluxe,2000,10291
srimangal,4,6.9,3,autumn,deluxe,2000,10012
srimangal,4,11.3,12,monsoon,suite,2000,13841
srimangal,3,8.4,8,summer,suite,2000,14357
srimangal,3,3.0,3,autumn,suite,2000,10969
srimangal,4,5.8,5,winter,deluxe,2000,12209
srimangal,3,4.5,6,autumn,suite,2000,14358
srimangal,3,0.7,2,monsoon,deluxe,2000,6193
srimangal,5,4.4,11,monsoon,standard,2000,6416
srimangal,4,2.9,5,winter,suite,2000,17068
srimangal,5,2.0,7,winter,suite,2000,14894
srimangal,3,7.1,3,winter,standard,2000,8869
srimangal,4,6.5,2,autumn,deluxe,2000,12827
srimangal,4,8.5,3,autumn,standard,2000,7618
srimangal,5,4.9,9,summer,suite,2000,13829
srimangal,4,1.6,3,winter,deluxe,2000,11390
srimangal,5,10.9,10,autumn,suite,2000,18273
srimangal,4,2.0,3,summer,deluxe,2000,8742
srimangal,2,11.1,9,autumn,deluxe,2000,9293
srimangal,5,1.3,5,monsoon,deluxe,2000,7546
srimangal,4,2.4,12,winter,standard,2000,7665
srimangal,5,10.0,1,winter,suite,2000,20675
srimangal,2,5.9,10,winter,suite,2000,13374
srimangal,3,11.6,2,summer,suite,2000,14452
srimangal,4,1.3,5,winter,suite,2000,14855
srimangal,4,6.9,3,autumn,standard,2000,7802
srimangal,5,7.9,7,winter,deluxe,2000,15608
srimangal,4,10.0,2,summer,suite,2000,16186
srimangal,4,9.1,10,summer,standard,2000,7404
srimangal,3,11.7,12,autumn,suite,2000,14925
srimangal,4,7.0,12,autumn,suite,2000,14775
srimangal,2,9.4,5,autumn,suite,2000,10800
srimangal,3,0.6,3,winter,suite,2000,13974
srimangal,4,1.4,5,monsoon,standard,2000,5080
srimangal,3,7.8,7,summer,suite,2000,11940
srimangal,3,3.4,6,winter,suite,2000,14116
srimangal,3,7.6,2,summer,suite,2000,12460
srimangal,4,10.4,2,monsoon,deluxe,2000,9101
srimangal,2,7.4,7,winter,standard,2000,7295
srimangal,5,8.0,10,winter,deluxe,2000,17344
srimangal,3,3.5,3,summer,standard,2000,6160
srimangal,2,11.4,9,summer,standard,2000,6492
srimangal,5,10.5,4,monsoon,deluxe,2000,10222
srimangal,5,1.3,10,summer,standard,2000,7378
srimangal,2,5.1,1,summer,deluxe,2000,7652
srimangal,2,3.5,5,summer,suite,2000,10152
srimangal,2,4.9,8,autumn,suite,2000,14294
srimangal,3,2.0,3,monsoon,deluxe,2000,7090
srimangal,2,12.0,8,autumn,suite,2000,13546
srimangal,3,10.1,6,summer,standard,2000,7249
srimangal,4,4.9,11,monsoon,standard,2000,5678
srimangal,5,7.9,2,autumn,suite,2000,14577
srimangal,2,7.6,8,monsoon,deluxe,2000,6822
srimangal,5,3.4,5,winter,standard,2000,8731
srimangal,3,4.7,9,monsoon,standard,2000,4614
srimangal,4,6.4,4,monsoon,deluxe,2000,8104
srimangal,4,2.9,2,autumn,suite,2000,12366
srimangal,5,11.5,11,winter,standard,2000,9635
srimangal,2,9.8,8,winter,suite,2000,14347
srimangal,3,6.6,2,autumn,suite,2000,15088
srimangal,2,9.2,3,summer,deluxe,2000,8357
srimangal,2,4.5,11,monsoon,deluxe,2000,6280
srimangal,2,3.3,5,summer,suite,2000,9824
srimangal,3,4.5,6,monsoon,deluxe,2000,6040
srimangal,3,2.0,5,summer,standard,2000,5557
srimangal,4,1.4,1,autumn,deluxe,2000,10556
srimangal,4,2.4,10,autumn,suite,2000,14895
srimangal,5,7.9,2,summer,deluxe,2000,11582
srimangal,4,4.7,12,autumn,suite,2000,13912
srimangal,2,2.5,11,summer,suite,2000,9611
srimangal,3,12.0,8,summer,standard,2000,6764
srimangal,3,3.5,4,summer,standard,2000,5969
srimangal,2,9.5,11,winter,deluxe,2000,10202
srimangal,3,2.6,2,monsoon,deluxe,2000,6132
srimangal,2,7.1,10,summer,deluxe,2000,8936
srimangal,4,1.2,10,autumn,standard,2000,7523
srimangal,5,2.3,5,winter,suite,2000,15104
srimangal,4,3.2,7,monsoon,suite,2000,9998
srimangal,3,11.5,7,summer,standard,2000,6782
srimangal,3,1.7,9,monsoon,deluxe,2000,6905
srimangal,5,9.3,3,autumn,standard,2000,9614
srimangal,2,6.4,6,winter,suite,2000,12885
srimangal,4,5.3,1,monsoon,suite,2000,10826
srimangal,3,9.2,7,monsoon,deluxe,2000,7301
srimangal,2,7.3,3,winter,standard,2000,8051
srimangal,5,11.9,4,summer,deluxe,2000,11402
srimangal,5,11.7,10,winter,deluxe,2000,13316
srimangal,5,11.1,4,winter,deluxe,2000,13629
srimangal,4,0.6,9,summer,standard,2000,6107
srimangal,5,8.3,6,autumn,standard,2000,9534
sundarbans,2,11.9,1,winter,standard,5000,18848
sundarbans,5,11.7,9,monsoon,standard,5000,11681
sundarbans,3,11.7,9,summer,standard,5000,16145
sundarbans,5,1.5,4,monsoon,standard,5000,10354
sundarbans,4,10.2,2,summer,standard,5000,16515
sundarbans,4,9.7,2,monsoon,standard,5000,11256
sundarbans,4,9.9,7,autumn,deluxe,5000,19439
sundarbans,3,0.7,12,summer,standard,5000,13532
sundarbans,3,1.7,5,winter,standard,5000,16296
sundarbans,4,10.8,4,monsoon,suite,5000,20368
sundarbans,3,11.7,12,winter,deluxe,5000,21118
sundarbans,5,1.3,6,summer,deluxe,5000,21538
sundarbans,4,4.1,2,monsoon,standard,5000,9758
sundarbans,3,6.1,4,winter,deluxe,5000,21217
sundarbans,4,1.9,2,summer,deluxe,5000,17409
sundarbans,5,6.7,7,autumn,deluxe,5000,22165
sundarbans,4,3.0,5,winter,deluxe,5000,21479
sundarbans,4,9.7,10,winter,suite,5000,30252
sundarbans,5,2.4,3,monsoon,standard,5000,9761
sundarbans,4,7.1,9,monsoon,suite,5000,21956
sundarbans,3,8.4,11,summer,standard,5000,14596
sundarbans,3,4.2,3,monsoon,suite,5000,20029
sundarbans,2,5.3,8,summer,suite,5000,23018
sundarbans,2,3.1,3,winter,deluxe,5000,19634
sundarbans,4,9.6,6,monsoon,suite,5000,20359
sundarbans,4,5.0,12,autumn,suite,5000,28379
sundarbans,4,6.7,1,winter,standard,5000,16917
sundarbans,4,2.1,8,monsoon,suite,5000,18515
sundarbans,5,0.5,10,monsoon,suite,5000,19330
sundarbans,4,10.4,1,autumn,standard,5000,17047
sundarbans,2,4.3,10,autumn,standard,5000,13372
sundarbans,5,11.9,10,monsoon,standard,5000,12284
sundarbans,4,9.1,9,monsoon,suite,5000,22525
sundarbans,4,10.9,11,monsoon,deluxe,5000,13730
sundarbans,5,6.2,1,summer,suite,5000,26197
sundarbans,3,5.1,7,summer,suite,5000,22429
sundarbans,5,8.1,5,winter,standard,5000,17145
sundarbans,4,3.8,3,autumn,deluxe,5000,19510
sundarbans,4,9.6,10,winter,suite,5000,31897
sundarbans,3,4.8,2,autumn,deluxe,5000,21501
sundarbans,2,11.2,4,winter,suite,5000,29358
sundarbans,5,6.5,9,summer,standard,5000,15320
sundarbans,3,7.6,7,monsoon,deluxe,5000,14422
sundarbans,4,11.8,8,autumn,standard,5000,15938
sundarbans,3,8.0,9,monsoon,deluxe,5000,14013
sundarbans,4,2.2,2,winter,standard,5000,14012
sundarbans,3,5.9,10,monsoon,deluxe,5000,13598
sundarbans,2,11.7,2,summer,suite,5000,22753
sundarbans,4,7.1,3,winter,standard,5000,19420
sundarbans,5,3.6,11,winter,standard,5000,18167
sundarbans,5,6.9,3,winter,deluxe,5000,24460
sundarbans,2,1.3,12,autumn,deluxe,5000,14360
sundarbans,3,4.1,3,summer,suite,5000,20909
sundarbans,4,10.4,7,monsoon,standard,5000,11599
sundarbans,3,0.7,10,autumn,deluxe,5000,17472
sundarbans,3,3.6,7,autumn,suite,5000,26809
sundarbans,3,2.5,10,autumn,suite,5000,26193
sundarbans,2,6.4,3,summer,standard,5000,13019
sundarbans,4,10.3,6,monsoon,suite,5000,22585
sundarbans,5,8.7,4,monsoon,standard,5000,12096
sundarbans,2,6.8,12,summer,suite,5000,25656
sundarbans,5,8.2,7,monsoon,deluxe,5000,16342
sundarbans,2,1.1,4,summer,deluxe,5000,13357
sundarbans,3,11.4,8,winter,deluxe,5000,22250
sundarbans,3,3.2,12,summer,deluxe,5000,16398
sundarbans,3,6.6,7,autumn,standard,5000,12845
sundarbans,4,4.3,10,monsoon,deluxe,5000,14247
sundarbans,4,2.6,3,monsoon,suite,5000,19288
sundarbans,5,1.4,3,autumn,suite,5000,28593
sundarbans,3,9.3,6,summer,suite,5000,20905
sundarbans,2,1.3,11,monsoon,standard,5000,8146
sundarbans,5,2.0,8,autumn,deluxe,5000,21076
sundarbans,3,3.9,2,summer,suite,5000,24658
sundarbans,4,5.2,12,summer,deluxe,5000,20502
sundarbans,3,7.2,8,autumn,standard,5000,13725
sundarbans,4,1.7,11,autumn,standard,5000,12221
sundarbans,3,11.8,12,summer,deluxe,5000,18584
sundarbans,5,2.9,10,monsoon,deluxe,5000,13371
sundarbans,3,1.3,9,autumn,standard,5000,11694
sundarbans,4,5.9,4,monsoon,deluxe,5000,14339
sundarbans,3,8.8,12,autumn,deluxe,5000,20447
sundarbans,3,8.8,5,autumn,suite,5000,30486
sundarbans,3,6.1,6,winter,deluxe,5000,22992
sundarbans,4,10.6,1,winter,suite,5000,29959
sundarbans,5,1.7,11,summer,deluxe,5000,16611
sundarbans,3,7.7,1,winter,standard,5000,16757
sundarbans,3,5.0,4,autumn,deluxe,5000,18724
sundarbans,4,5.3,12,autumn,deluxe,5000,23400
sundarbans,5,1.1,2,summer,suite,5000,24817
sundarbans,4,5.7,4,autumn,suite,5000,26495
sundarbans,3,4.4,12,summer,suite,5000,21362
sundarbans,3,9.2,7,summer,standard,5000,13298
sundarbans,2,8.0,4,autumn,suite,5000,27103
sundarbans,4,2.3,8,monsoon,deluxe,5000,12891
sundarbans,3,4.1,2,autumn,deluxe,5000,17827
sundarbans,4,1.4,6,autumn,standard,5000,15185
sundarbans,3,3.4,7,autumn,standard,5000,13654
sundarbans,2,3.8,4,winter,suite,5000,28541
sundarbans,5,6.0,2,autumn,standard,5000,14486
sundarbans,5,1.8,4,autumn,deluxe,5000,21690
sundarbans,3,11.9,8,monsoon,deluxe,5000,16965
sundarbans,4,2.3,6,monsoon,deluxe,5000,14316
sundarbans,5,1.5,12,monsoon,suite,5000,16907
sundarbans,4,5.8,1,winter,suite,5000,32941
sundarbans,4,3.2,6,winter,suite,5000,30775
sundarbans,2,1.4,4,monsoon,deluxe,5000,12962
sundarbans,2,2.4,8,summer,standard,5000,12208
sundarbans,5,1.2,11,monsoon,standard,5000,10580
sundarbans,3,6.1,10,autumn,suite,5000,26471
sundarbans,2,0.9,8,autumn,deluxe,5000,18208
sundarbans,2,2.0,1,autumn,suite,5000,22049
sundarbans,3,0.5,8,autumn,standard,5000,13029
sundarbans,3,5.6,6,autumn,standard,5000,13806
sundarbans,4,4.0,1,autumn,standard,5000,14098
sundarbans,5,10.6,9,summer,suite,5000,31363
sundarbans,4,7.3,1,monsoon,standard,5000,11011
sundarbans,4,5.9,1,autumn,suite,5000,29306
sundarbans,4,8.5,6,autumn,deluxe,5000,20736
sundarbans,4,2.7,2,winter,standard,5000,13633
sundarbans,2,11.9,7,monsoon,standard,5000,11155
sundarbans,5,8.5,12,autumn,deluxe,5000,20921
sundarbans,2,5.2,3,summer,suite,5000,20773
sundarbans,3,5.4,9,autumn,suite,5000,26808
sundarbans,5,3.1,8,summer,suite,5000,27892
sundarbans,4,9.1,12,winter,deluxe,5000,26579
sylhet,2,4.5,8,monsoon,standard,2500,4965
sylhet,4,3.3,2,summer,deluxe,2500,9882
sylhet,4,7.5,9,monsoon,standard,2500,6598
sylhet,2,9.0,11,monsoon,deluxe,2500,7906
sylhet,3,8.4,12,monsoon,standard,2500,6921
sylhet,3,8.6,11,monsoon,deluxe,2500,8367
sylhet,3,5.3,9,winter,suite,2500,16582
sylhet,3,11.7,3,winter,standard,2500,10654
sylhet,4,5.3,4,summer,deluxe,2500,12873
sylhet,2,3.6,10,summer,suite,2500,10677
sylhet,2,2.7,9,autumn,deluxe,2500,9864
sylhet,2,3.8,6,winter,deluxe,2500,10438
sylhet,5,7.0,10,winter,standard,2500,10898
sylhet,5,3.8,10,summer,deluxe,2500,12972
sylhet,4,7.1,3,monsoon,deluxe,2500,10010
sylhet,4,6.7,1,monsoon,standard,2500,6994
sylhet,4,2.3,3,monsoon,suite,2500,11856
sylhet,4,1.6,9,autumn,deluxe,2500,11067
sylhet,2,3.3,11,monsoon,standard,2500,5735
sylhet,3,3.5,3,monsoon,standard,2500,6108
sylhet,4,5.8,1,winter,standard,2500,8788
sylhet,2,7.0,4,summer,suite,2500,14351
sylhet,2,4.9,6,winter,deluxe,2500,12507
sylhet,3,5.9,2,summer,deluxe,2500,11005
sylhet,4,4.4,4,monsoon,standard,2500,6119
sylhet,5,10.2,5,monsoon,standard,2500,7339
sylhet,4,11.8,5,autumn,standard,2500,9339
sylhet,2,6.1,6,autumn,standard,2500,6743
sylhet,5,6.9,8,winter,suite,2500,21136
sylhet,4,5.3,7,monsoon,suite,2500,13094
sylhet,4,11.6,1,autumn,standard,2500,8558
sylhet,4,11.1,5,autumn,suite,2500,17401
sylhet,3,10.1,1,monsoon,deluxe,2500,9352
sylhet,5,10.0,6,winter,suite,2500,20068
sylhet,5,3.7,12,monsoon,standard,2500,6768
sylhet,2,8.5,6,winter,deluxe,2500,11683
sylhet,4,7.7,7,winter,standard,2500,9384
sylhet,4,4.2,1,winter,deluxe,2500,12226
sylhet,5,5.0,11,winter,standard,2500,10315
sylhet,3,8.9,12,autumn,deluxe,2500,12105
sylhet,2,1.4,12,winter,standard,2500,8399
sylhet,5,5.0,2,autumn,standard,2500,10434
sylhet,2,0.9,4,winter,deluxe,2500,8803
sylhet,5,11.6,3,winter,deluxe,2500,16156
sylhet,3,9.4,9,winter,suite,2500,18854
sylhet,4,10.9,2,winter,standard,2500,11088
sylhet,2,11.5,6,winter,standard,2500,9264
sylhet,5,10.7,7,winter,deluxe,2500,16761
sylhet,3,7.6,6,monsoon,suite,2500,12961
sylhet,2,3.9,11,winter,standard,2500,9176
sylhet,2,8.4,8,summer,standard,2500,6233
sylhet,3,3.9,6,winter,suite,2500,15676
sylhet,2,1.9,4,autumn,standard,2500,7124
sylhet,3,2.5,5,autumn,standard,2500,6504
sylhet,4,2.8,2,autumn,standard,2500,8454
sylhet,4,1.0,7,autumn,deluxe,2500,8887
sylhet,2,9.8,6,winter,suite,2500,16268
sylhet,2,9.1,5,autumn,deluxe,2500,10364
sylhet,2,6.4,5,monsoon,deluxe,2500,7517
sylhet,2,3.1,5,winter,suite,2500,14052
sylhet,3,1.2,2,autumn,suite,2500,14446
sylhet,4,11.2,4,winter,deluxe,2500,15397
sylhet,4,10.9,9,summer,deluxe,2500,12216
sylhet,2,11.1,12,autumn,deluxe,2500,11382
sylhet,4,4.7,3,monsoon,standard,2500,5659
sylhet,4,1.8,11,autumn,suite,2500,15023
sylhet,4,4.3,3,summer,deluxe,2500,11159
sylhet,4,6.3,5,monsoon,standard,2500,6696
sylhet,5,6.3,6,autumn,deluxe,2500,15029
sylhet,3,10.9,5,winter,standard,2500,9524
sylhet,4,8.1,2,summer,deluxe,2500,12859
sylhet,5,9.0,10,winter,standard,2500,11907
sylhet,4,2.4,11,summer,standard,2500,8255
sylhet,5,9.8,9,summer,standard,2500,9775
sylhet,3,7.1,3,autumn,standard,2500,8292
sylhet,4,2.7,11,winter,deluxe,2500,14037
sylhet,5,6.8,8,autumn,suite,2500,17789
sylhet,2,10.8,3,summer,deluxe,2500,11264
sylhet,3,1.4,4,autumn,suite,2500,15490
sylhet,2,8.2,9,monsoon,deluxe,2500,8188
sylhet,4,8.0,8,winter,suite,2500,20682
sylhet,2,11.3,1,summer,deluxe,2500,9279
sylhet,3,6.5,4,winter,deluxe,2500,12107
sylhet,3,6.3,2,monsoon,deluxe,2500,8867
sylhet,3,6.3,8,winter,standard,2500,8643
sylhet,5,2.4,12,autumn,standard,2500,9212
sylhet,3,8.3,7,monsoon,deluxe,2500,8442
sylhet,2,8.3,3,summer,deluxe,2500,8684
sylhet,5,9.8,7,winter,suite,2500,22750
sylhet,5,6.1,6,summer,standard,2500,8567
sylhet,4,7.1,11,winter,standard,2500,10672
sylhet,3,8.5,12,autumn,standard,2500,8362
sylhet,5,4.2,11,winter,deluxe,2500,12624
sylhet,2,2.4,11,summer,suite,2500,11133
sylhet,3,11.8,12,winter,suite,2500,19281
sylhet,4,0.7,11,autumn,deluxe,2500,10244
sylhet,5,0.7,10,autumn,suite,2500,17135
sylhet,4,8.4,2,winter,standard,2500,8773
sylhet,2,4.2,10,summer,deluxe,2500,8605
sylhet,5,9.3,11,autumn,standard,2500,10102
sylhet,4,11.4,10,summer,deluxe,2500,12743
sylhet,3,3.9,2,summer,suite,2500,15801
sylhet,4,5.3,9,winter,standard,2500,9988
sylhet,4,7.3,7,winter,deluxe,2500,15017
sylhet,4,4.9,9,winter,suite,2500,15203
sylhet,3,9.0,3,autumn,standard,2500,9697
sylhet,2,11.1,2,monsoon,suite,2500,11916
sylhet,3,9.0,2,summer,deluxe,2500,10616
sylhet,4,3.5,11,winter,deluxe,2500,13209
sylhet,4,10.3,10,winter,suite,2500,19161
sylhet,4,8.5,11,summer,standard,2500,8877
sylhet,4,9.9,2,summer,suite,2500,17280
sylhet,2,8.7,9,autumn,standard,2500,7975
sylhet,4,4.4,5,summer,deluxe,2500,11609
sylhet,4,1.0,10,monsoon,suite,2500,11539
sylhet,4,8.6,1,winter,suite,2500,19878
sylhet,5,9.5,7,summer,suite,2500,16868
sylhet,5,7.5,2,winter,deluxe,2500,16077
sylhet,2,0.7,4,summer,standard,2500,6248
sylhet,5,1.2,10,monsoon,suite,2500,12340
sylhet,5,1.3,3,autumn,deluxe,2500,12431
sylhet,2,8.9,2,winter,suite,2500,18046
sylhet,4,3.5,6,monsoon,suite,2500,13041
sylhet,4,1.7,3,autumn,suite,2500,13142
sylhet,2,1.5,5,autumn,suite,2500,14000
